id,name__en,name,wikipedia__en,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,birth_date,death_date,identifier__freebase,given_name,identifier__NTA,identifier__Oxforddnb,identifier__Munzinger,family_name,identifier__MusicBrainz,name__de,name__es,name__fr,name__hi,name__id,name__io,name__ja,name__jv,name__ko,name__ms,name__oc,name__pt,name__ru,name__sv,name__th,name__zh,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__ca,name__ta,name__it,name__uk,name__nb,name__da,name__nn,name__nl,name__fa,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fr,wikipedia__hi,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ko,wikipedia__ms,wikipedia__oc,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__uk,wikipedia__zh,original_wikiname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ml,name__vi,name__sh,name__bcl,name__ar,name__tr,name__fi,name__tl,name__min,name__az,name__bn,wikipedia__ar,wikipedia__az,wikipedia__bcl,wikipedia__bn,wikipedia__commons,wikipedia__da,wikipedia__fi,wikipedia__min,wikipedia__ml,wikipedia__no,wikipedia__pl,wikipedia__sh,wikipedia__tl,wikipedia__tr,wikipedia__vi,identifier__BNF,identifier__CANTIC,twitter,wikipedia__nl,identifier__FIFA,occupation,name__cy,name__hu,website,facebook,identifier__FAST,name__nds,name__vmf,name__eu,name__my,wikipedia__eu,wikipedia__my,identifier__Britannica,identifier__google_knowledge,wikipedia__enwikiquote,name__ky,wikipedia__ky,identifier__NLAtrove,name__br,name__co,name__ro,name__ty,name__sco,name__pa,wikipedia__pa,wikipedia__sco,wikipedia__simple,name__cs,identifier__bigenc_ru,identifier__snac,identifier__quora,name__qu,name__et,name__eo,name__is,name__hak,name__mk,name__be_tarask,name__ne,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__nan,name__be,name__he,name__lv,name__li,name__yue,name__sa,name__war,name__bg,name__mr,name__km,name__kk,name__sr,name__new,name__si,name__la,name__mg,name__lzh,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__ka,name__sd,name__tt,name__vo,name__hy,name__lb,name__lo,name__mn,name__te,name__gu,name__gl,name__ast,name__el,name__kn,name__zh_mo,name__zh_my,wikipedia__arwikiquote,wikipedia__ast,wikipedia__ba,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__cy,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__eo,wikipedia__et,wikipedia__gu,wikipedia__hak,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__is,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__kn,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__mn,wikipedia__mr,wikipedia__ne,wikipedia__new,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sd,wikipedia__sr,wikipedia__te,wikipedia__thwikiquote,wikipedia__tt,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__IMDB,identifier__NDL,identifier__NNDB,identifier__wikitree,identifier__CSPAN,name__sk,name__yo,name__lt,name__ckb,name__fo,name__kl,name__uz,wikipedia__ckb,wikipedia__eowikinews,wikipedia__lt,wikipedia__uz,wikipedia__yo,identifier__OLID,name__lmo,identifier__ioc_athlete,identifier__NLA,identifier__NPG,identifier__britishmuseum,identifier__NLI,instagram,wikipedia__si,identifier__GTAA,wikipedia__itwikiquote,name__so,name__bs,name__ace,wikipedia__ace,wikipedia__bswikiquote,wikipedia__so,wikipedia__trwikiquote,identifier__nyt_topic,wikipedia__gl
Q20462073,,"Quek Kai Dong",,,,,,,,,,,,,,,,,,,,,,,,,,,"Quek Kai Dong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quek Kai Dong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20462348,"Shamsul Iskandar Md Akin","Shamsul Iskandar Md Akin",,,male,,,,,,,,,,,,,,,,,,,,,,,,"Shamsul Iskandar Md Akin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shamsul Iskandar Md Akin",,,,,,,,,"Shamsul Iskandar Md Akin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20462440,,"Kang Kok Seng",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kang Kok Seng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kang Kok Seng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20464841,"Veerappen Veerathan","Veerappen Veerathan","Veerappen Veerathan",,male,,,,,,,,,,,,,,,,,,,,,,,,"V. Veerappen",,,,,,,,,,,,,,,,,,"Veerappen Veerathan",,,,,,,,,,,,,"V. Veerappen",,,,,,,,,"Veerappen Veerathan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20465899,,"Wan Sulaiman Wan Tam",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wan Sulaiman Wan Tam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wan Sulaiman Wan Tam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20465906,"Wan Yahya Wan Mohamed","Wan Yahya Wan Mohamed",,,male,,,,,,,,,,,,,,,,,,,,,,,,"Wan Yahya Wan Mohamed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wan Yahya Wan Mohamed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20466330,,"Woo Saik Hong",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woo Saik Hong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woo Saik Hong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20652600,"Mas Ermieyati Samsudin","Mas Ermieyati Samsudin","Mas Ermieyati Samsudin",,female,,,,,,1976-11-13,,,,,,,,,,,,,,,,,,"Mas Ermieyati Samsudin",,,,,,,,,,,,,,,,,,"Mas Ermieyati Samsudin",,,,,,,,,,,,,"Mas Ermieyati Samsudin",,,,,,,,,"Mas Ermieyati Samsudin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2076704,"Peter Lo Sui Yin","Peter Lo Sui Yin","Peter Lo Sui Yin",https://upload.wikimedia.org/wikipedia/commons/1/15/Peter_Lo_Sui_Yin.jpg,male,,,,,,1923-05-19,,,Peter,,,,,,"Peter Lo Sui Yin",,"Peter Lo Sui Yin",,,,"ピーター・ロー",,,,,,,,,,,,,,,,,,,,,"Peter Lo Sui Yin",,"Peter Lo Sui Yin",,,,,,,,,,,,,,,,,,,,"Peter Lo Sui Yin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21005938,"Women in the Dewan Rakyat","Women in the Dewan Rakyat","Women in the Dewan Rakyat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Women in the Dewan Rakyat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2213519,"Sakaran Dandai","Sakaran Dandai","Sakaran Dandai",https://upload.wikimedia.org/wikipedia/commons/9/98/Semporna_Sabah_Tun-Sakaran-Dandai-01.jpg,male,,102911921,,,,1930-04-15,,,,,,,,,"Sakaran Dandai",,,,,,"サカラン・ダンダイ",,,"Sakaran Dandai",,,,"Sakaran Dandai",,,,,,,,,,,"Sakaran Dandai","Sakaran Dandai","Sakaran Dandai","Sakaran Dandai",,"Sakaran Dandai",,,,,,,,,,,"Sakaran Dandai",,,,,,,,,"Sakaran Dandai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23418806,"Ko Chung Sen","Ko Chung Sen","Ko Chung Sen",,male,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,,"許崇信",,,,,,,,,,,,"Ko Chung Sen",,,,,,,,,,,,,,,,,,,,,"許崇信 (馬來西亞)","Ko Chung Sen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2380853,"Rais Yatim","Rais Yatim","Rais Yatim",https://upload.wikimedia.org/wikipedia/commons/9/94/Rais_Yatim_cropped.jpg,male,"0000 0000 8438 1613",33533091,,n87937578,140407227,1942-04-15,,/m/0kst_7,,,,,,,"Rais Yatim","Rais Yatim","Rais Yatim",,"Rais Yatim",,,,,"Rais Yatim",,,,"Rais Yatim",,"莱士雅丁",,,,,,,,,"Rais Yatim","Rais Yatim","Rais Yatim","Rais Yatim",,,,,"Rais Yatim",,"Rais Yatim",,,,,,"Rais Yatim",,,,,,,,"莱士雅丁","Rais Yatim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DrRaisYatim,,,diplomat,,,,drraisyatim,228149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23879789,"Alice Lau Kiong Yieng","Alice Lau Kiong Yieng","Alice Lau Kiong Yieng",,female,,,,,,1981,,,Alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alice Lau Kiong Yieng",,,,,,,,,,,,,,,,,,,,,,"Alice Lau Kiong Yieng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2391961,"Tan Siew Sin","Tan Siew Sin","Tan Siew Sin",https://upload.wikimedia.org/wikipedia/commons/a/ae/Tan_Siew_Sin.jpg,male,,112484206,,n50009243,,1916-05-21,1988-03-17,,Tan,,,,,,"Tan Siew Sin","Tan Siew Sin","Tan Siew Sin",,,,,,,"Tan Siew Sin",,,,"Tan Siew Sin",,"陳修信,",,,,,,,,,"Tan Siew Sin","Tan Siew Sin","Tan Siew Sin","Tan Siew Sin",,"Tan Siew Sin",,,,,,,,,,,"Tan Siew Sin",,,,,,,,"陳修信","Tan Siew Sin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24004299,"S. Vigneswaran M. Sanasee","S. Vigneswaran M. Sanasee","Vigneswaran Sanasee",,male,,,,,,1965,,,,,,,,,,,,,,,,,,"Vigneswaran Sanasee",,,,,,,,,,,,,,,,,,"S. Vigneswaran M. Sanasee",,,,,,,,,,,,,"Vigneswaran Sanasee",,,,,,,,,"S. Vigneswaran M. Sanasee",,"維納斯瓦蘭",,"维纳斯瓦兰",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24004301,"Wilfred Madius Tangau","Wilfred Madius Tangau","Wilfred Madius Tangau",https://upload.wikimedia.org/wikipedia/commons/f/fa/Madius_Tangau.jpg,male,,,,,,1958-03-13,,,,,,,,,,,,,,,,,,"Wilfred Madius Tangau",,,,,,,,,,,,,,,,,,"Wilfred Madius Tangau",,,,,,,,,,,,,"Wilfred Madius Tangau",,,,,,,,,"Wilfred Madius Tangau",,,,,,,,,,,,,,,,,,,,,,,"Category:Wilfred Madius Tangau",,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24004304,"Mah Siew Keong","Mah Siew Keong","Mah Siew Keong",,male,,,,,,1949,,,,,,,,,,,,,,,,,,"Mah Siew Keong",,,,,,,,,,,,,,,,,,"Mah Siew Keong",,,,,,,,,,,,,"Mah Siew Keong",,,,,,,,,"Mah Siew Keong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2459736,"Tun Fuad Stephens","Tun Fuad Stephens","Fuad Stephens",https://upload.wikimedia.org/wikipedia/commons/d/da/Tun_Fuad_Stephens.jpg,male,,16551615,,n98932404,,1920-09-14,1976-06-06,/m/02pv0c2,Mohammad,,,,Stephens,,"Tun Fuad Stephens","Tun Fuad Stephens","Tun Fuad Stephens",,"Mohammad Fuad Stephens",,"フアド・ステファン",,"툰 푸아드 스테픈스","Mohammad Fuad Stephens",,,,"Mohammad Fuad Stephens",,"莫哈末·法·史蒂芬",,,,,,,,,"Mohammad Fuad Stephens","Mohammad Fuad Stephens","Mohammad Fuad Stephens","Tun Fuad Stephens",,"Tun Fuad Stephens",,,,,"Mohammad Fuad Stephens",,,,,"툰 푸아드 스테픈스","Mohammad Fuad Stephens",,,,,,,,"莫哈末·法·史蒂芬","Fuad Stephens",,"敦法  史蒂芬",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Tun Fuad Stephens",,,441039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24950005,"Dewan Rakyat committees","Dewan Rakyat committees","Dewan Rakyat committees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dewan Rakyat committees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2495157,"Abdul Hadi Awang","Abdul Hadi Awang","Abdul Hadi Awang","https://upload.wikimedia.org/wikipedia/commons/0/00/Tuan_Guru_Dato'_Seri_Haji_Abdul_Hadi_Awang.jpg",male,"0000 0001 1460 2430",21268115,,n89119623,,1947-10-20,,/m/03cn2zk,"Abdul Hadi",,,,,,"Abdul Hadi Awang","Abdul Hadi Awang","Abdul Hadi Awang",,"Abdul Hadi bin Awang",,,,"압둘 하디 빈 아왕","Abdul Hadi bin Awang",,,,,,"哈迪阿旺",,,,,,,"Hadi, Dato' Seri Tuan Guru Haji Abdul",,,,,"Abdul Hadi Awang",,,,,,,"Abdul Hadi bin Awang",,,,,"압둘 하디 빈 아왕","Abdul Hadi Awang",,,,,,,,"哈迪阿旺","Abdul Hadi Awang","哈迪阿旺","哈迪阿旺","哈迪阿旺",,,,,,,,,"عبد الهادي أوانج",,,,,,,"عبد الهادي أوانج",,,,,,,,,,,,,,,,,,,,politician,,"Abdul Hadi Awang",,,293594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q253136,"Kong Cho Ha","Kong Cho Ha","Kong Cho Ha",https://upload.wikimedia.org/wikipedia/commons/d/de/Kong_Cho_Ha.png,male,,,,,,1950-09-15,,/m/09v1lr8,,,,,,,"Kong Cho Ha",,"Kong Cho Ha",,"Kong Cho Ha",,,,,"Kong Cho Ha",,,,"Kong Cho Ha",,"江作汉",,,,,,,,,"Kong Cho Ha","Kong Cho Ha","Kong Cho Ha","Kong Cho Ha",,,,,,,"Kong Cho Ha",,,,,,"Kong Cho Ha",,,,,,,,"江作汉","Kong Cho Ha",,,,,,,,,,,,,,,,,,,,,,,"Category:Kong Cho Ha",,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2542272,"Yong Teck Lee","Yong Teck Lee","Yong Teck Lee",,male,,21446448,131666924,n97905753,,1958-10-03,,,,,,,,,"Yong Teck Lee","Yong Teck Lee","Yong Teck Lee",,"Yong Teck Lee",,"楊德利",,,"Yong Teck Lee",,,,"Yong Teck Lee",,,,,,,,,,,"Yong Teck Lee","Yong Teck Lee","Yong Teck Lee","Yong Teck Lee",,"Yong Teck Lee",,,,,"Yong Teck Lee",,,,,,"Yong Teck Lee",,,,,,,,,"Yong Teck Lee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Yong Teck Lee",,,422517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q264516,"Abdul Razak Hussein","Abdul Razak Hussein","Abdul Razak Hussein",https://upload.wikimedia.org/wikipedia/commons/e/e4/Tun_Abdul_Razak_(MY_2nd_PM).jpg,male,"0000 0000 8254 9312",67569269,130279307,n82237241,131016539,1922-03-11,1976-01-14,/m/01_t6g,"Abdul Razzaq",072382791,101094674,,,,"Abdul Razak","Abdul Razak","Abdul Razak","टुन अब्दुल रज़ाक","Abdul Razak","Tun Abdul Razak","アブドゥル・ラザク","Abdul Razak Hussein","압둘 라작 후세인","Abdul Razak Hussein","Tun Abdul Razak","Tun Abdul Razak","Абдул Разак, Хусейн","Tun Abdul Razak","อับดุล ราซะก์","阿都拉萨","Abdul Razak","Abdul Razak Hussein","Abdul Razak Hussein","Tun Abdul Razak","Tun Abdul Razak","அப்துல் ரசாக் உசேன்","Abdul Razak Hussein","Абдул Разак","Abdul Razak Hussein","Abdul Razak Hussein","Abdul Razak Hussein","Abdul Razak","عبدال رازک حسین","Abdul Razak (Politiker)","Abdul Razak","عبدالرزاق حسین","Abdul Razak","टुन अब्दुल रज़ाक","Abdul Razak","Tun Abdul Razak","Abdul Razak Hussein","アブドゥル・ラザク","Abdul Razak Hussein","압둘 라자크 후세인","Abdul Razak Hussein","Tun Abdul Razak","Tun Abdul Razak","Абдул Разак бин Хусейн","Tun Abdul Razak","அப்துல் ரசாக் உசேன்","อับดุล ราซะก์","Абдул Разак","阿都拉萨","Abdul Razak Hussein",,,,,,,"Tun Abdul Razak",,"Abdul Razak Hussein",,,,,,,,,,,,,,,,,,,,"Tun Abdul Razak",,,,"Abdul Razak Hussein",,,,,,politician,,"Abdul Razak",,,105996,,,"Abdul Razak Hussein",,,,,,,,,,,,,,,,,,,"Abdul Razak Hussein",660535,w6r94hgr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26703607,"Michael Teo Yu Keng","Michael Teo Yu Keng","Michael Teo Yu Keng",,male,,,,,,,,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michael Teo Yu Keng",,,,,,,,,,,,,,,,,,,,,,"Michael Teo Yu Keng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q269147,"Juhar Mahiruddin","Juhar Mahiruddin","Juhar Mahiruddin",https://upload.wikimedia.org/wikipedia/commons/4/43/Sabah-TYT-JuharMahiruddin-01.jpg,male,,,,,,1953-11-05,,/m/0gln_jd,,,,,,,"Juhar Mahiruddin","Juhar Mahiruddin","Juhar Mahiruddin",,"Juhar Mahiruddin",,,,"주하르 마히루딘","Juhar Mahiruddin",,,,"Juhar Mahiruddin",,,,,,,,,,,"Juhar Mahiruddin","Juhar Mahiruddin","Juhar Mahiruddin","Juhar Mahiruddin",,"Juhar Mahiruddin",,,,,"Juhar Mahiruddin",,,,,"주하르 마히루딘","Juhar Mahiruddin",,,,,,,,,"Juhar Mahiruddin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Juhar Mahiruddin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
