id,name,role,image,district,party,birth_date,email,source,name__hy,name__ru,term,faction_id,faction,start_date,end_date
1035,Mushegh Petoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1035,036,non-Party,1974-06-05,"",http://parliament.am/deputies.php?sel=details&ID=1035&lang=eng,Մուշեղ Թուրինջի Պետոյան,Мушег Туринджович Петоян,5,PA,Prosperous Armenia,2012-05-31,2015-02-26
1035,Mushegh Petoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1035,036,non-Party,1974-06-05,"",http://parliament.am/deputies.php?sel=details&ID=1035&lang=eng,Մուշեղ Թուրինջի Պետոյան,Мушег Туринджович Петоян,5,_IND,Independent,2015-02-26,
1036,Hayk Grigoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1036,037,"""Republican Party of Armenia"" /RPA/",1984-02-13,hayk.grigoryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1036&lang=eng,Հայկ Հովհաննեսի Գրիգորյան,Гайк Оганесович Григорян,5,RPA,Republican,2012-05-31,
1038,Ashot Arsenyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1038,039,"""Republican Party of Armenia"" /RPA/",1960-11-14,ashot.arsenyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1038&lang=eng,Աշոտ Եղիշեի Արսենյան,Ашот Егишеевич Арсенян,5,RPA,Republican,2012-05-31,
1039,Marine Marabyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1039,040,non-Party,1976-08-26,"",http://parliament.am/deputies.php?sel=details&ID=1039&lang=eng,Մարինե Գեւորգի Մարաբյան,Марине Геворковна Марабян,5,RPA,Republican,2012-05-31,
1040,Hakob G. Hakobyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1040,041,"""Republican Party of Armenia"" /RPA/",1956-08-01,hakob.hakobyang@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1040&lang=eng,Հակոբ Գառնիկի Հակոբյան,Акоп Гарникович Акопян,5,RPA,Republican,2012-05-31,
1041,Grigori Margaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1041,011,non-Party,1964-04-07,grigori.margaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1041&lang=eng,Գրիգորի Սերյոժայի Մարգարյան,Григори Сережаевич Маргарян,5,PA,Prosperous Armenia,2012-05-31,2015-02-17
1041,Grigori Margaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1041,011,non-Party,1964-04-07,grigori.margaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1041&lang=eng,Գրիգորի Սերյոժայի Մարգարյան,Григори Сережаевич Маргарян,5,_IND,Independent,2015-02-17,
1042,Arayik Grigoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1042,018,non-Party,1963-05-10,araik.grigoryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1042&lang=eng,Արայիկ Թեմուրի Գրիգորյան,Араик Темурович Григорян,5,_IND,Independent,2012-05-31,
1043,Melik Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1043,026,"""Prosperous Armenia"" Party",1955-05-05,melik.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1043&lang=eng,Մելիք Սարիբեկի Մանուկյան,Мелик Сарибекович Манукян,5,PA,Prosperous Armenia,2012-05-31,
1045,Heghine Bisharyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1045,127,"""Rule of Law"" Party /RLP/",1961-01-05,heghine.bisharyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1045&lang=eng,Հեղինե Վաչեի Բիշարյան,Егине Вачеевна Бишарян,5,ROL,Rule of Law,2012-05-31,
1048,Mher Shahgeldyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1048,129,"""Rule of Law"" Party /RLP/",1967-09-29,"",http://parliament.am/deputies.php?sel=details&ID=1048&lang=eng,Մհեր Լեւոնի Շահգելդյան,Мгер Левонович Шахгельдян,5,ROL,Rule of Law,2012-05-31,
1049,Ishkhan Khachatryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1049,130,"""Rule of Law"" Party /RLP/",1969-04-12,ishkhan.khachatryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1049&lang=eng,Իշխան Միշայի Խաչատրյան,Ишхан Мишаевич Хачатрян,5,ROL,Rule of Law,2012-05-31,
1052,Samvel Nikoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1052,043,"""Republican Party of Armenia"" /RPA/",1958-02-13,samvel.nikoyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1052&lang=eng,Սամվել Պարգեւի Նիկոյան,Самвел Паргевович Никоян,5,RPA,Republican,2012-05-31,
1053,Galust Sahakyan,President of the National Assembly,http://parliament.am/photo.php?source=deputy&size=big&id=1053,044,"""Republican Party of Armenia"" /RPA/",1948-04-08,g.sahakyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1053&lang=eng,Գալուստ Գրիգորի Սահակյան,Галуст Григорьевич Саакян,5,RPA,Republican,2012-05-31,2014-05-07
1053,Galust Sahakyan,President of the National Assembly,http://parliament.am/photo.php?source=deputy&size=big&id=1053,044,"""Republican Party of Armenia"" /RPA/",1948-04-08,g.sahakyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1053&lang=eng,Գալուստ Գրիգորի Սահակյան,Галуст Григорьевич Саакян,5,RPA,Republican,2014-05-07,
1054,Razmik Zohrabyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1054,045,"""Republican Party of Armenia"" /RPA/",1950-04-01,"",http://parliament.am/deputies.php?sel=details&ID=1054&lang=eng,Ռազմիկ Արտավազդի Զոհրաբյան,Размик Артаваздович Зограбян,5,RPA,Republican,2012-05-31,
1055,Gagik Minasyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1055,046,"""Republican Party of Armenia"" /RPA/",1950-04-05,gem07@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1055&lang=eng,Գագիկ Ենգիբարի Մինասյան,Гагик Енгибарович Минасян,5,RPA,Republican,2012-05-31,
1057,Hermine Naghdalyan,Vice President of the National Assembly,http://parliament.am/photo.php?source=deputy&size=big&id=1057,048,"""Republican Party of Armenia"" /RPA/",1960-07-28,hermineh.naghdalyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1057&lang=eng,Հերմինե Միքայելի Նաղդալյան,Эрмине Микаеловна Нагдалян,5,RPA,Republican,2012-05-31,
1059,Eduard Sharmazanov,Vice President of the National Assembly,http://parliament.am/photo.php?source=deputy&size=big&id=1059,050,"""Republican Party of Armenia"" /RPA/",1975-11-08,eduard.sharmazanov@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1059&lang=eng,Էդուարդ Հովսեփի Շարմազանով,Эдуард Овсепович Шармазанов,5,RPA,Republican,2012-05-31,
1060,Manvel Grigoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1060,051,non-Party,1956-07-14,"",http://parliament.am/deputies.php?sel=details&ID=1060&lang=eng,Մանվել Սեկտորի Գրիգորյան,Манвел Секторович Григорян,5,RPA,Republican,2012-05-31,
1061,Shushan Petrosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1061,052,"""Republican Party of Armenia"" /RPA/",1967-09-23,"",http://parliament.am/deputies.php?sel=details&ID=1061&lang=eng,Շուշան Սամվելի Պետրոսյան,Шушан Самвеловна Петросян,5,RPA,Republican,2012-05-31,
1062,Artashes Geghamyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1062,053,"""National Unity "" Party /NUP/",1949-12-02,"",http://parliament.am/deputies.php?sel=details&ID=1062&lang=eng,Արտաշես Մամիկոնի Գեղամյան,Арташес Мамиконович Гегамян,5,RPA,Republican,2012-05-31,
1063,Khosrov Harutyunyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1063,054,Christian-Democratic Union of Armenia,1948-05-30,"",http://parliament.am/deputies.php?sel=details&ID=1063&lang=eng,Խոսրով Մելիքի Հարությունյան,Хосров Меликович Арутюнян,5,RPA,Republican,2012-05-31,
1064,Hayk Babukhanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1064,055,”Constitutional Law” Union /CLU/,1964-10-22,hayk.babukhanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1064&lang=eng,Հայկ Բորիսի Բաբուխանյան,Айк Борисович Бабуханян,5,RPA,Republican,2012-05-31,
1065,Ara Babloyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1065,056,"""Republican Party of Armenia"" /RPA/",1947-05-05,ababloyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1065&lang=eng,Արա Սաենի Բաբլոյան,Ара Саенович Баблоян,5,RPA,Republican,2012-05-31,
1066,Karine Atshemyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1066,057,"""Republican Party of Armenia"" /RPA/",1962-07-01,k.adzhemyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1066&lang=eng,Կարինե Խաչիկի Աճեմյան,Карине Хачиковна Аджемян,5,RPA,Republican,2012-05-31,
1067,Karen Avagyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1067,058,"""Republican Party of Armenia"" /RPA/",1974-12-06,avagyan@paliament.am,http://parliament.am/deputies.php?sel=details&ID=1067&lang=eng,Կարեն Կարլենի Ավագյան,Карен Карленович Авагян,5,RPA,Republican,2012-05-31,
1068,Levon Martirosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1068,059,United Liberal National Party (MIAK),1976-02-19,levon.martirosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1068&lang=eng,Լեւոն Յուրիկի Մարտիրոսյան,Левон Юрикович Мартиросян,5,RPA,Republican,2012-05-31,
1069,Margarit Yesayan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1069,060,"""Republican Party of Armenia"" /RPA/",1958-10-24,"",http://parliament.am/deputies.php?sel=details&ID=1069&lang=eng,Մարգարիտ Հենրիկի Եսայան,Маргарит Генриковна Есаян,5,RPA,Republican,2012-05-31,
1070,Vardan Ayvazyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1070,061,"""Republican Party of Armenia"" /RPA/",1961-11-07,vasura@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1070&lang=eng,Վարդան Սուրենի Այվազյան,Вардан Суренович Айвазян,5,RPA,Republican,2012-05-31,
1073,Vahram Baghdasaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1073,064,"""Republican Party of Armenia"" /RPA/",1961-06-15,vahram.baghdasaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1073&lang=eng,Վահրամ Վաղինակի Բաղդասարյան,Ваграм Вагинакович Багдасарян,5,RPA,Republican,2012-05-31,2014-05-07
1073,Vahram Baghdasaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1073,064,"""Republican Party of Armenia"" /RPA/",1961-06-15,vahram.baghdasaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1073&lang=eng,Վահրամ Վաղինակի Բաղդասարյան,Ваграм Вагинакович Багдасарян,5,RPA,Republican,2014-05-07,
1074,Ruzanna Muradyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1074,065,"""Republican Party of Armenia"" /RPA/",1963-06-28,"",http://parliament.am/deputies.php?sel=details&ID=1074&lang=eng,Ռուզաննա Կարապետի Մուրադյան,Рузанна Карапетовна Мурадян,5,RPA,Republican,2012-05-31,
1075,Nahapet Gevorgyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1075,066,"""Republican Party of Armenia"" /RPA/",1957-06-28,nahapet.gevorkyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1075&lang=eng,Նահապետ Բագրատի Գեւորգյան,Нагапет Багратович Геворгян,5,RPA,Republican,2012-05-31,
1077,Arakel Movsisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1077,068,"""Republican Party of Armenia"" /RPA/",1966-08-20,arakel.movsisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1077&lang=eng,Առաքել Աբրահամի Մովսիսյան,Аракел Абраамович Мовсисян,5,RPA,Republican,2012-05-31,
1078,Hamlet Harutyunyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1078,069,"""Republican Party of Armenia"" /RPA/",1947-10-05,hamlet.harutyunyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1078&lang=eng,Համլետ Միքայելի Հարությունյան,Гамлет Микаелович Арутюнян,5,RPA,Republican,2012-05-31,
1079,Naira Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1079,070,United Liberal National Party (MIAK),1977-10-25,naira.karapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1079&lang=eng,Նաիրա Արտաշեսի Կարապետյան,Наира Арташесовна Карапетян,5,RPA,Republican,2012-05-31,
1080,Hovhannes Sofoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1080,071,non-Party,1964-09-23,"",http://parliament.am/deputies.php?sel=details&ID=1080&lang=eng,Հովհաննես Սերյոժայի Սոֆոյան,Оганнес Сережаевич Софоян,5,RPA,Republican,2012-05-31,
1081,Spartak Melikyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1081,072,"""Democracy and Labour"" Party",1968-01-02,"",http://parliament.am/deputies.php?sel=details&ID=1081&lang=eng,Սպարտակ Սեյրանի Մելիքյան,Спартак Сейранович Меликян,5,RPA,Republican,2012-05-31,
1082,Shirak Torosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1082,073,"""Powerful Homeland"" Party",1972-04-16,shirak.torosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1082&lang=eng,Շիրակ Արտեմի Թորոսյան,Ширак Артемович Торосян,5,RPA,Republican,2012-05-31,
1084,Artak Zakaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1084,075,"""Republican Party of Armenia"" /RPA/",1974-11-01,a.zakaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1084&lang=eng,Արտակ Բորիսի Զաքարյան,Артак Борисович Закарян,5,RPA,Republican,2012-05-31,
1085,Araik Hovhannisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1085,076,"""Republican Party of Armenia"" /RPA/",1964-11-23,araik.hovhannisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1085&lang=eng,Արաիկ Ռաֆայելի Հովհաննիսյան,Араик Рафаелович Оганесян,5,RPA,Republican,2012-05-31,
1086,Armen Mkhitaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1086,077,"""Republican Party of Armenia"" /RPA/",1961-04-08,armen.mkhitaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1086&lang=eng,Արմեն Աշոտի Մխիթարյան,Армен Ашотович Мхитарян,5,RPA,Republican,2012-05-31,
1087,Artak Davtyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1087,078,"""Republican Party of Armenia"" /RPA/",1966-10-30,adavtyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1087&lang=eng,Արտակ Լյուդվիկի Դավթյան,Артак Людвигович Давтян,5,RPA,Republican,2012-05-31,
1088,Volodya Badalyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1088,079,non-Party,1948-05-12,volodya.badalyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1088&lang=eng,Վոլոդյա Արամայիսի Բադալյան,Володя Арамаисович Бадалян,5,RPA,Republican,2012-05-31,
1089,Mkrtich Minasyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1089,080,"""Republican Party of Armenia"" /RPA/",1946-01-02,mkrtich.minasyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1089&lang=eng,Մկրտիչ Հակոբի Մինասյան,Мкртич Акопович Минасян,5,RPA,Republican,2012-05-31,
1090,Tatshat Vardapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1090,081,non-Party,1966-03-10,tachat.vardapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1090&lang=eng,Տաճատ Մարտունի Վարդապետյան,Тачат Мартунович Вардапетян,5,RPA,Republican,2012-05-31,
1091,Vardan Oskanian,"",http://parliament.am/photo.php?source=deputy&size=big&id=1091,082,non-Party,1955-02-07,"",http://parliament.am/deputies.php?sel=details&ID=1091&lang=eng,Վարդան Մինասի Օսկանյան,Вардан Минасович Осканян,5,PA,Prosperous Armenia,2012-05-31,
1092,Gurgen Arsenyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1092,083,"""United Labour"" Party /ULP/",1959-11-22,arsenyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1092&lang=eng,Գուրգեն Բաբկենի Արսենյան,Гурген Бабкенович Арсенян,5,PA,Prosperous Armenia,2012-05-31,
