name,id
Ncediso Goodenough Kodwa,e2092740-062d-4b3c-a8ca-a263844123a5
Ndabakayise Erasmus Gcwabaza,507080b0-9664-460a-9c07-1e6b99b260cf
Ndumiso Capa,6a5ec235-9574-4295-a85a-4fa892c44591
Nelson Themba Godi,0baea1a0-4e1c-4f20-ba28-96c0932706f0
Ngoako Ramatlhodi,e6c732f4-22c6-483a-90f2-1c6f17662a89
Ngwanamakwetle Reneiloe Mashabela,67eed950-e154-4afa-a9b1-5dfe27bd6dee
Nhlanhla Nene,e345b7eb-1701-4293-a483-3eba89bf97cf
Nhlanhlakayise Moses Khubisa,0d948552-8cac-4083-8f78-4198bd9804fc
Nicholous Pro Khoza,798eed18-48f9-471f-afd5-34cd076aa978
Nicolaas Jacobus Janse Van Rensburg Koornhof,756a7737-959f-4af7-9a19-007ef9fc1f2b
Nkhensani Kate Bilankulu,f390999e-d9d0-4775-97e5-d863bc5aed8a
Nkoana Maşabane,520e4c92-1374-4677-99d7-310e4f1de025
Nkosazana Dlamini-Zuma,abc38b03-500b-44a3-9124-94cc0f0cbba9
Nkosinathi Nhleko,16604189-a35a-4d97-9d42-2759121fbd35
Nocawe Noncedo Mafu,b3635ceb-6884-40ab-bc01-c0f4f5cb9d3d
Nokhaya Adelaide Mnisi,c02a0c5e-6f7b-4cf4-8f46-658a3629d4e2
Nokukhanya Mthembu,a81b5829-77c1-4451-aed1-b4cc1cf7fda0
Nokulunga Primrose Sonti,375023a5-125e-4ce3-a0ae-27ed93ea238b
Nokuzola Gladys Tolashe,e0331040-3fd0-4a22-a0c1-bb48ce010e86
Nokuzola Ndongeni,2fda2fce-6cc6-4f76-8798-21ea7a46593a
Nomaindia Mfeketo,c87f7993-f78c-4739-bcca-b709a6966fba
Nomakhaya Mdaka,7c0133aa-26d8-4368-a3bc-1b24a6c1f23b
Nomalungelo Gina,1abfb477-b98b-4c82-a32f-da8fed088832
Nomathemba Theresia November,dc0f96d9-e067-414c-9bd9-939fe39b86a7
Nomsa Innocencia Tarabella-Marchesi,e22e87a5-6170-4b9b-8bcb-a54e7abcf274
Nomzamo Winfred Madikizela-Mandela,f1d5837a-5552-4b82-88a7-8c1d015d4540
Nosilivere Winifred Magadla,716b5963-9b98-4fda-9bdc-7d53f8df4984
Nosimo Balindlela,89987d88-c244-4a92-9e00-4818584fdc01
Nosipho Ntwanambi,d5c501fe-65c8-4580-b768-c8a289899fd1
Nosiviwe Mapisa-Nqakula,3666be39-5d75-4531-8990-bfef86eb4353
Nozabelo Ruth Bhengu,42974813-a227-4128-8268-ed75b69ec868
Nqabayomzi Lawrence Saziso Kwankwa,65129317-981a-4eb8-a6b0-56328214a09f
Nthabiseng Pauline Khunou,1bbec15c-774e-418f-84a2-1e0e9a5086cd
Nthako Sam Matiase,b54c5635-cd29-46d0-8168-40c371f49b4a
Nthibane Rebecca Mokoto,2a5c3062-5f83-4781-bd74-5021770cbbca
Ntombovuyo Veronica Mente,58c96a9e-b31e-4dfc-97f1-8254f5ae384e
Nyiko Floyd Shivambu,1537d4f1-14c0-43eb-adc1-aabb8c7946bc
Pallo Jordan,50747a5b-f38c-4d26-96d7-bcb43a2fdb66
Pamela Tshwete,92fbbd78-902a-44b9-80f4-c21f3e529d47
Patricia Emily Adams,c7352de6-ddcb-40f3-aa0d-632625eca81a
Patricia Kopane,0a4f5456-5548-4981-8e1c-21fff8a05ded
Patrick Dumile Nono Maloyi,55a9d143-48ca-4696-85be-1e09695ae61e
Patrick George Atkinson,603b7ac0-d9f3-4c2e-bc5b-6900837401bf
Patrick Lekota,3239f852-8179-43ce-a17a-1ab7d923bd55
Patrick Maesela,23903769-09b8-426b-ac51-2d2de8885703
Paul Mashatile,f0321ad6-70d2-402c-9789-2b33964eacf8
Pebane George Moteka,7859c43e-cfc3-4a5d-bc8d-465b0678625f
Petrus Johannes Groenewald,8d1f884a-721d-4183-8b43-fd2a1601aa3d
Phumuzile Catherine Ngwenya-Mabila,a1d9e2da-f187-4103-b050-394c2dd9613f
Phumzile Bhengu-Kombe,c7512d29-e4c2-42ea-b2f0-b71d534a0361
Phumzile Thelma Van Damme,5b5e79c5-67e1-4e1b-8c13-e1d179cd649f
Phumzile van Damme,5b5e79c5-67e1-4e1b-8c13-e1d179cd649f
Pieter Groenewald,8d1f884a-721d-4183-8b43-fd2a1601aa3d
Pieter Mulder,54b70ff9-420b-449e-9d0f-b9071f318109
Pieter van Dalen,c209f666-dea5-4c82-af7a-79bf78181003
Pieter Willem Adriaan Mulder,54b70ff9-420b-449e-9d0f-b9071f318109
Pinky Sharon Kekana,b8ee8dd4-cab3-42b3-84dd-4147680d01a9
Pravin Gordhan,5263f787-5fe3-4637-90f1-42d1342faa31
Priscilla Tozama Mantashe,1b7ca8bb-03fe-424a-b121-13ef6076c145
Puleng Peter Mabe,9c0fd945-0250-4dc5-a5bd-61eaf539e9e6
Pumza Ntobongwana,1e2b443b-12ad-4432-b250-66e238030463
Pumzile Justice Mnguni,4d238113-c012-49d4-bdc3-d0541f5b9eb3
Rachel Cecilia Adams,79ced5ce-5577-444a-8dee-c305cf8c427d
Raesibe Eunice Nyalungu,d97b90ee-d70d-4e72-983a-540b355ca9ce
Ramakaudi Paul Ramakatsa,ac3f2d0c-1966-4041-9c6e-b7bd761d51e4
Regina Mina Mpontseng Lesoma,ceb0934c-b5af-472a-840d-fd8a95dae270
Reiney Thamie Hugo,39f32c16-f341-4831-88e3-b670a6c8ab3a
Rembuluwani Moses Tseli,b3f0042b-c35a-4e28-a015-812619433e8a
Risimati Thompson Mavunda,1c50a5c4-e163-485c-96ed-a8279356d78e
Rob Davies,6617e47b-dc82-46d3-a74a-87bd876b1f3d
Robert Alfred Lees,99c729a3-3ff8-4baa-925c-e3ad9650d395
Roger William Tobias Chance,d399f237-b7ca-4195-a124-7d612f0ff990
Rosemary Nokuzola Capa,fc1428ac-abba-4042-a380-f3aa24940efe
Ross Kriel Purdon,acf1e9bd-a523-4805-85da-8092edeaea94
Russel Nsikayezwe Cebekhulu,d8a5122b-2522-4634-a880-7be03629f627
Sahlulele Luzipo,60aa012f-d558-442c-be54-0a11ac6cda5b
Samuel Gaaesi Mmusi,5ec43d51-a4e9-4dcd-afcf-581a905aae0a
Sandy Kalyan,835085d9-be38-408e-a13c-de1936e85ee5
Sango Patekile Holomisa,b250c35f-5c26-47ed-98ce-ec6e38f180aa
Santosh Vinita Kalyan,835085d9-be38-408e-a13c-de1936e85ee5
Sarel Jacobus Francois Marais,1cd41e5f-9a59-4265-acb8-01af50938396
Sej Motau,3428ec6e-b26f-43f0-ae5f-985e0a064681
Sello Albert Tleane,d9bfe219-b347-4a6a-8483-50fefab94126
Semakaleng Patricia Kopane,0a4f5456-5548-4981-8e1c-21fff8a05ded
Senzeni Zokwana,41233298-3839-4bb1-8874-a3fe6fa6161c
Senzo Mchunu,5f842b3c-d55b-40f7-9cdb-eacec10293e1
Seropane Senyane Alton Mphethi,603f0ce8-f772-43fc-84a5-741ae3c56927
Sfiso Norbert Buthelezi,39c2e312-a983-4499-9463-75b1644ae2ab
Shadrack Lapologang Tlhaole,4b843766-a5bc-46b2-be61-3fa943fd6af8
Shahid Esau,2c34b310-1387-4852-bf41-dc573573bcb1
Sharome Renay Van Schalkwyk,976920dd-64ca-4979-a308-8feda7c2d8f8
Sheila Coleen Nkhensani Shope-Sithole,66542893-9b6b-4892-a56b-056ab2756338
Sheilla Tembalam Xego,45d74a4e-ceb7-45b2-9339-5126e635080d
Shela Paulina Boshielo,304975a5-02ac-4cae-88b7-f1c433d771d6
Sibonakaliso Phillip Mhlongo,d7b5d84f-6f86-4b49-b415-bc919a6776d8
Sibongile Judith Nkomo,486312af-cc85-4cff-afbc-950235638cc4
Sibongile Mchunu,5d01279d-1207-4725-8761-817e0662f3db
Sibongile Pearm Tsoleli,c1d67a06-3339-4680-a624-aa7f7bfc1330
Sibusiso Christopher Mncwabe,f3a38e8f-ca6a-4521-8121-2436716c0b74
Simanga Happy Mbuyane,d28c43b0-1c1d-49ee-baa2-a21d4e8b085c
Simphiwe Donatus Bekwa,6bd975d6-99d5-4d48-b06b-eb953631c106
Siyabonga Cwele,aae622f5-f8d7-44b0-ab4e-35460c5a3ca4
Solomon Lechesa Tsenoli,065807fc-8d0c-4812-b65c-7ee869f6d536
Solomon Patrick Mabilo,6f60bc02-e9af-4ced-a9bb-6cc5eafb4789
Stella Tembisa Ndabeni-Abrahams,10417079-51e9-4f81-beab-4fce181a926d
Steven Mahlubanzima Jafta,e6ab5237-f76a-41b3-b3d5-57ac8803ef6d
Steven Swart,316affea-e16d-4f8c-abd2-53c50fa4c222
Stevens Mokgalapa,624014a2-6795-40be-83da-ea90c776f4ec
Stone Sizani,c5a72914-c6ec-41c3-a614-057fa9dc8e73
Strike Michael Ralegoma,139576e6-8fff-465b-8936-f1948deed9cb
Suhla Masango,be43047d-fbd2-4b69-8b5a-1ad91e3db4db
Susan Shabangu,780dfff3-b1e8-4c63-a858-3089457ede0d
Tandeka Gqada,d118f9ee-8a0d-426c-81b9-8bf6ae1e2f9d
Tandi Mahambehlala,36331feb-00b9-40cc-bf79-822dbb6086b3
Tandiwe Elizabeth Kenye,0ff3ad8e-d9bd-4eae-adb7-689800338e25
Tarnia Baker,42bba9ee-f8c5-4bfe-96ef-0ec983c6f27f
Terri Stander,cdd0b3fa-a4dd-4dfa-a211-ea641d3c53f3
Tete Ramalie Jonas Ezekiel Ramokhoase,e29ee895-eabd-4483-a68b-4d7f818f4f76
Thabang Makwetla,4569d22c-a876-445e-a36d-540e1695c8fb
Thabo Moses Manyoni,0f50d66b-a3df-41dd-a6d8-905fbd746fdb
Thandeka Moloko Mbabama,1533cebd-f42c-42b6-9fe7-3bda0b201293
Thandi Cecilia Memela,1f894a0c-e473-426a-91e5-bccd4e76046f
Thandi Vivian Tobias,76288f1a-6284-4e67-b9a4-25a7233ce4bc
Thapelo Dorothy Chiloane,0c6f4ca9-f77a-493a-b495-69c72ff54a34
Themba Godi,0baea1a0-4e1c-4f20-ba28-96c0932706f0
Thembekile Richard Majola,a5039350-988d-4a55-a5b2-a9badc9edbbf
Thembinkosi Rawula,ee2d1b87-9276-478f-bc30-9eda165f0884
Thembisile Cheryl Majola-Embalo,c40d0cc0-b2dc-4c3e-aee8-c4d17911c9bf
Theophilus Mbulelo Nkonzo,5c78d0fd-49ba-47d0-9620-f9511d368516
Thilivhali Elphus Mulaudzi,b1481ce7-ebac-4bff-be36-14afb6ec3804
Thizwilondi Mabudafhasi,814bb901-ed5b-4aec-8073-083907f02c81
Thoko Didiza,902133f8-7466-40e0-98c9-47dbc881a19d
Thomas Charles Ravenscroft Walters,d2976e18-668f-42df-bedd-2f9fe4ef8267
Thomas Makondo,b1c79e8f-280c-47fa-9bbd-a3295398b778
Thomas Walters,d2976e18-668f-42df-bedd-2f9fe4ef8267
Thomas Zwelakhe Hadebe,76cf5ef7-622a-4eb8-acdf-fa367d6511ff
Thulas Nxesi,8eca1210-66aa-4eb5-857c-244a89e547fd
Timothy James Brauteseth,0bae3a19-06ea-4be7-a4a1-137388ea3eeb
Timothy Khoza,78144089-f7b4-40b9-9f2b-066d8228da1a
Tina Joemat-Peterson,b02ce373-f841-4d46-b1df-e90ab6a693b8
Tina Joemat-Pettersson,b02ce373-f841-4d46-b1df-e90ab6a693b8
Tokozile Xasa,a784ee2a-3e57-4e78-aa81-9d8593a3474b
Trevor John Bonhomme,742dc23e-9b3b-4cd3-bf59-8d6ab6094045
Tsepo Winston Mhlongo,f3c53257-93e4-4635-8b68-f75751d438a7
Tshoganetso Mpho Adolphina Tongwane,d190770d-2a7b-48ed-82cf-59c55b3b99aa
U-Winnie Madikizela Mandela,f1d5837a-5552-4b82-88a7-8c1d015d4540
Vatiswa Bam-Mugwanya,327b8363-1df1-454a-bb6f-2ceadfa0f97a
Velhelmina Pulani Mogotsi,97a36231-f258-4900-87f6-9f8bb48b03f4
Veronica Van Dyk,78010279-4569-4cde-824c-bcb88bf800c6
Veronica Zanele Msibi,2ba0adac-2470-43e3-8403-b142af0db05f
Vincent George Smith,3f15602c-36c8-457c-a981-8cc05a5712e1
Vuyokazi Ketabahle,2328bc58-19ab-4f6d-ad45-b629fc6f1a02
Walter Bongani Maphanga,4c1837ff-fe6f-4429-8928-de31a0932a6c
Werner Horn,0f940c2a-98dc-4405-ae40-6e3e6160efe6
William Mothipa Madisha,70fe6511-fcc9-47f5-9793-c870732c39af
Wilma Susan Newhoudt-Druchen,97db0b3d-b72c-4317-aff0-5b7351bf253b
Wilmot James,f3d8aa7e-a29e-489e-baba-150dd59fe780
Winnie Madikizela,f1d5837a-5552-4b82-88a7-8c1d015d4540
Winnie Madikizela-Mandela,f1d5837a-5552-4b82-88a7-8c1d015d4540
Winnie Madikizelová-Mandelová,f1d5837a-5552-4b82-88a7-8c1d015d4540
Winnie Mandela,f1d5837a-5552-4b82-88a7-8c1d015d4540
Xitlhangoma Mabasa,9567ca74-36b8-4d5c-a480-7dca896bf6db
Xolani Ngwezi,2dcbfb1f-a3d0-4119-8b89-283770fbfe71
Xoliswa Sandra Tom,8d3becec-c6cf-4d10-958a-bfa619f7ac97
Yolanda Rachel Botha,e15b4675-2e1d-462c-b969-2b061f60b246
Yunus Carrim,d42ec9eb-9d8a-44f8-93d1-469267bbaa40
Yunus Ismail Carrim,d42ec9eb-9d8a-44f8-93d1-469267bbaa40
Yusuf Cassim,ff9e6767-f8ff-4585-ab41-f47a09e31f1b
Yvonne Nkwenkwezi Phosa,efd6ae4f-707a-45cf-91ad-f606377c7130
Zakhele Mbhele,371f2d86-ed84-459d-9fe6-fd950c657854
Zakhele Njabulo Mbhele,371f2d86-ed84-459d-9fe6-fd950c657854
Zanele kaMagwaza-Msibi,2ba0adac-2470-43e3-8403-b142af0db05f
Zelda Jongbloed,c3362bc1-e889-442b-a178-a97ff749edef
Zephroma Sizani Dlamini-Dubazana,e0116c8c-de37-4b98-a255-9f9dda75a051
Zolile Roger Xalisa,1322c976-1239-4af1-b362-cc60bd0dfc38
Zoliswa Albertina Kota-Fredericks,5ec376f9-fe51-4ba9-9253-8482087ef543
Zondi Silence Makhubele,67462be3-fb70-4e21-8cbe-0f79c2e5de4c
Zukile Luyenge,81aad1dc-b7cc-41b0-95e3-7db3efceaf93
Zukisa Cheryl Faku,4e0e7775-b13d-4c17-a863-465d9ca1658a
Τζέικομπ Ζούμα,19f42ebc-4a12-4032-a5b9-05bad8e67c85
Ўіні Мандэла,f1d5837a-5552-4b82-88a7-8c1d015d4540
Џејкоб Зума,19f42ebc-4a12-4032-a5b9-05bad8e67c85
Блейд Нзиманде,06e85e65-f9d8-4112-ad95-8af1f25e10ba
"Бутелези, Мангосуту",a7c7ba60-7482-4294-82d2-854953fdf522
Винни Мандела,f1d5837a-5552-4b82-88a7-8c1d015d4540
Давид ван Ройн,d287921d-eac4-4d95-a9ae-ab657e9bc94e
Джейкоб Зума,19f42ebc-4a12-4032-a5b9-05bad8e67c85
Джейкъб Зума,19f42ebc-4a12-4032-a5b9-05bad8e67c85
Джэйкаб Зума,19f42ebc-4a12-4032-a5b9-05bad8e67c85
"Зума, Джейкоб",19f42ebc-4a12-4032-a5b9-05bad8e67c85
Линдайв Сисулу,ace2c831-0807-4e23-bc0b-ee8af2227bc5
Линн Браун,85275af1-10d3-4b08-9111-6ec563df6f9c
Макс Сисулу,7f9a782a-38e5-4100-8ab5-66fa02d591a8
"Масондо, Амос",e505b897-d998-4f85-849a-7878b8db58b8
Маіте Нкоана-Машабане,520e4c92-1374-4677-99d7-310e4f1de025
"Мбете, Балека",bad9918b-6659-4a2b-ba1d-433f35410fa
"Мюльдер, Питер",54b70ff9-420b-449e-9d0f-b9071f318109
"Нкоана-Машабане, Маите",520e4c92-1374-4677-99d7-310e4f1de025
Нкосазана Дламини-Зума,abc38b03-500b-44a3-9124-94cc0f0cbba9
Нкосазана Дламіні-Зума,abc38b03-500b-44a3-9124-94cc0f0cbba9
Правин Гордан,5263f787-5fe3-4637-90f1-42d1342faa31
"Рамафоса, Сирил",7f697ed0-314f-4e28-8ad6-b163e46b5619
Роб Дэвис,6617e47b-dc82-46d3-a74a-87bd876b1f3d
Վիննի Մանդելա,f1d5837a-5552-4b82-88a7-8c1d015d4540
ג'ייקוב זומה,19f42ebc-4a12-4032-a5b9-05bad8e67c85
ויני מדיקיזלה-מנדלה,f1d5837a-5552-4b82-88a7-8c1d015d4540
נקוסזנה דלמיני-זומה,abc38b03-500b-44a3-9124-94cc0f0cbba9
إدنا مولوا,f14e6c6e-64f3-454f-98d3-8066db1b3611
جاكوب زوما,19f42ebc-4a12-4032-a5b9-05bad8e67c85
جاکوب زوما,19f42ebc-4a12-4032-a5b9-05bad8e67c85
روب ديفيز,6617e47b-dc82-46d3-a74a-87bd876b1f3d
لين براون,85275af1-10d3-4b08-9111-6ec563df6f9c
مایت انکوانا ماشابانه,520e4c92-1374-4677-99d7-310e4f1de025
نالیدی پینڈور,fb351e3d-15e4-43c3-a291-c72b05290e49
نكوسازانا دلاميني زوما,abc38b03-500b-44a3-9124-94cc0f0cbba9
ونی منڈیلا,f1d5837a-5552-4b82-88a7-8c1d015d4540
ويني ماديكيزيلا مانديلا,f1d5837a-5552-4b82-88a7-8c1d015d4540
जेकब ज़ूमा,19f42ebc-4a12-4032-a5b9-05bad8e67c85
जेकब झुमा,19f42ebc-4a12-4032-a5b9-05bad8e67c85
न्कोसाज़ना दलामिनी-ज़ुमा,abc38b03-500b-44a3-9124-94cc0f0cbba9
प्रवीण गोर्धान,5263f787-5fe3-4637-90f1-42d1342faa31
मोहम्मद अनवर सूरती,de2b88c1-27ee-4347-81d5-d5a82deb5a33
विनी मंडेला,f1d5837a-5552-4b82-88a7-8c1d015d4540
सेंडी कल्याण,835085d9-be38-408e-a13c-de1936e85ee5
উইনি ম্যান্ডেলা,f1d5837a-5552-4b82-88a7-8c1d015d4540
জ্যাকব জুমা,19f42ebc-4a12-4032-a5b9-05bad8e67c85
ਜੈਕਬ ਜੂਮਾ,19f42ebc-4a12-4032-a5b9-05bad8e67c85
સિરિલ રામાફોસા,7f697ed0-314f-4e28-8ad6-b163e46b5619
சிறில் ரமபோசா,7f697ed0-314f-4e28-8ad6-b163e46b5619
யாக்கோபு சூமா,19f42ebc-4a12-4032-a5b9-05bad8e67c85
జాకబ్ జుమా,19f42ebc-4a12-4032-a5b9-05bad8e67c85
ಜಾಕೋಬ್ ಜೂಮ,19f42ebc-4a12-4032-a5b9-05bad8e67c85
എൻകൊസോസന ഡാമിനി സുമ,abc38b03-500b-44a3-9124-94cc0f0cbba9
ജേക്കബ് സുമ,19f42ebc-4a12-4032-a5b9-05bad8e67c85
വിന്നി മഡികിസേല മണ്ടേല,f1d5837a-5552-4b82-88a7-8c1d015d4540
จาค็อบ ซูมา,19f42ebc-4a12-4032-a5b9-05bad8e67c85
ჯეიკობ ზუმა,19f42ebc-4a12-4032-a5b9-05bad8e67c85
ウィニー・マンデラ,f1d5837a-5552-4b82-88a7-8c1d015d4540
シリル・ラマポーサ,7f697ed0-314f-4e28-8ad6-b163e46b5619
ジェイコブ・ズマ,19f42ebc-4a12-4032-a5b9-05bad8e67c85
ターニア・ベイカー,42bba9ee-f8c5-4bfe-96ef-0ec983c6f27f
ヌコサザナ・クラリス・ドラミニ＝ズマ,abc38b03-500b-44a3-9124-94cc0f0cbba9
ノマインディア・ムフェケト,c87f7993-f78c-4739-bcca-b709a6966fba
バレカ・ムベテ,bad9918b-6659-4a2b-ba1d-433f35410fa
バントゥー・ホロミサ,7478c075-6f52-4d87-95cd-76559d4625f7
マイテ・ンコアナ＝マシャバネ,520e4c92-1374-4677-99d7-310e4f1de025
マックス・シスル,7f9a782a-38e5-4100-8ab5-66fa02d591a8
マトール・モチェハ,dd7e2ed5-0547-4d1c-b1eb-2ae4aa8c85df
マンゴスツ・ブテレジ,a7c7ba60-7482-4294-82d2-854953fdf522
ミッシュ・マイマネ,2daf0f73-bbd8-4c83-ae96-9b514d1e683e
モシワ・レコタ,3239f852-8179-43ce-a17a-1ab7d923bd55
リンネ・ブラウン,85275af1-10d3-4b08-9111-6ec563df6f9c
傑夫·拉德貝,502114d7-c984-44aa-bd20-d86476c199d0
布莱德·恩齐曼德,06e85e65-f9d8-4112-ad95-8af1f25e10ba
布萊德·恩齊曼德,06e85e65-f9d8-4112-ad95-8af1f25e10ba
弗洛伊德·希瓦布,1537d4f1-14c0-43eb-adc1-aabb8c7946bc
恩科萨扎娜·德拉米尼-祖马,abc38b03-500b-44a3-9124-94cc0f0cbba9
恩科萨扎娜·德拉米尼－祖马,abc38b03-500b-44a3-9124-94cc0f0cbba9
恩科薩扎娜·德拉米尼－祖馬,abc38b03-500b-44a3-9124-94cc0f0cbba9
普拉温・戈登,5263f787-5fe3-4637-90f1-42d1342faa31
普拉溫・戈登,5263f787-5fe3-4637-90f1-42d1342faa31
曼戈苏图·布特莱齐,a7c7ba60-7482-4294-82d2-854953fdf522
曼戈蘇圖·布特萊齊,a7c7ba60-7482-4294-82d2-854953fdf522
温妮·曼德拉,f1d5837a-5552-4b82-88a7-8c1d015d4540
溫妮·曼德拉,f1d5837a-5552-4b82-88a7-8c1d015d4540
溫妮·馬蒂基德拉-曼德拉,f1d5837a-5552-4b82-88a7-8c1d015d4540
瑟頓聯,06e85e65-f9d8-4112-ad95-8af1f25e10ba
莫司奧·萊科塔,3239f852-8179-43ce-a17a-1ab7d923bd55
西里尔·拉马福萨,7f697ed0-314f-4e28-8ad6-b163e46b5619
西里爾·拉馬福薩,7f697ed0-314f-4e28-8ad6-b163e46b5619
雅各布·祖玛,19f42ebc-4a12-4032-a5b9-05bad8e67c85
雅各布祖瑪,19f42ebc-4a12-4032-a5b9-05bad8e67c85
시릴 라마포사,7f697ed0-314f-4e28-8ad6-b163e46b5619
은란라 네네,e345b7eb-1701-4293-a483-3eba89bf97cf
음체비시 조너스,e9e7f939-dc98-4681-a991-b3b85ddedb5e
제이컵 주마,19f42ebc-4a12-4032-a5b9-05bad8e67c85
