id,name__ko,name,wikipedia__ko,name__en,wikipedia__en,gender,identifier__freebase,birth_date,family_name,identifier__ISNI,identifier__VIAF,death_date,identifier__NTA,identifier__MusicBrainz,image,identifier__GND,identifier__LCAuth,identifier__NDL,identifier__IIAF,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__de,name__ja,name__pl,name__vi,name__ru,name__sv,name__es,name__fr,name__nl,name__nb,name__zh,name__cs,name__sco,name__hu,name__hy,name__cy,name__gl,wikipedia__de,wikipedia__fr,wikipedia__hu,wikipedia__ja,wikipedia__no,wikipedia__pl,wikipedia__ru,wikipedia__sv,wikipedia__vi,wikipedia__zh,original_wikiname,wikipedia__nl,identifier__FAST,name__tr,name__ca,wikipedia__ca,wikipedia__tr,name__nds,wikipedia__nds,wikipedia__simple,name__pt,name__be,name__yo,name__fi,name__it,name__be_tarask,name__la,name__et,name__id,name__fa,name__el,name__bg,name__da,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__id,wikipedia__it,wikipedia__la,wikipedia__pt,wikipedia__yo,name__ar,name__az,name__bcl,name__br,name__de_ch,name__en_ca,name__en_gb,name__eo,name__he,name__hr,name__ka,name__lt,name__lv,name__mk,name__ml,name__ms,name__my,name__nds_nl,name__nn,name__pt_br,name__ro,name__scn,name__sk,name__sq,name__sr,name__ta,name__th,name__tk,name__uk,name__yue,name__zh_my,name__zh_mo,name__hak,name__szl,name__ast,name__mn,name__an,name__af,name__eu,name__tg,name__tl,name__oc,name__gsw,name__sgs,name__nan,name__bn,name__os,name__war,name__hi,name__cdo,name__wuu,name__ckb,name__ne,name__sh,name__ur,name__kn,wikipedia__af,wikipedia__als,wikipedia__an,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__bat_smg,wikipedia__bcl,wikipedia__bn,wikipedia__br,wikipedia__cdo,wikipedia__ckb,wikipedia__cs,wikipedia__cy,wikipedia__eo,wikipedia__eu,wikipedia__gl,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__huwikiquote,wikipedia__hy,wikipedia__itwikiquote,wikipedia__ka,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__ms,wikipedia__my,wikipedia__nds_nl,wikipedia__ne,wikipedia__nn,wikipedia__os,wikipedia__plwikiquote,wikipedia__ro,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__szl,wikipedia__ta,wikipedia__tg,wikipedia__th,wikipedia__tk,wikipedia__tl,wikipedia__trwikiquote,wikipedia__uk,wikipedia__ur,wikipedia__war,wikipedia__wuu,wikipedia__zh_min_nan,wikipedia__zh_yue,name__mg,wikipedia__mg,name__ku_arab,name__ku_latn,name__ku,wikipedia__commons,wikipedia__ku,name__hif,occupation,name__ga,name__pap,name__lmo,name__pa,name__si,name__gan,name__is,name__sl,name__mai,wikipedia__bewikiquote,wikipedia__dewikinews,wikipedia__enwikinews,wikipedia__eswikinews,wikipedia__gan,wikipedia__ga,wikipedia__is,wikipedia__kowikinews,wikipedia__lmo,wikipedia__mai,wikipedia__pap,wikipedia__pa,wikipedia__ptwikinews,wikipedia__si,wikipedia__sl,wikipedia__srwikinews,wikipedia__ukwikiquote,identifier__Britannica,identifier__wikitree,identifier__guardian_topic,identifier__nyt_topic,identifier__quora,identifier__bigenc_ru,name__kana,identifier__SUDOC,given_name
Q3161947,"장웅","Chang Ung","장웅 (스포츠인)","Chang Ung","Chang Ung",male,/m/0bmjlm0,1938,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/40/ITF_President.jpg,,,,,,,,,,,"Chang Ung",,,,,,,"Jang Ung","Chang Ung",,,,,,,,,,"Jang Ung",,,,,,,,,"Chang Ung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3251327,"박영호","Pak Yong-ho",,"Pak Yong-ho","Pak Yong-ho",male,,1974-05-29,,,,,,,,,,,,,,,,,,,"朴永浩",,,"Паку, Ёнхо",,,"Pak Young-ho","Pak Yong-ho",,,,,,,,,,,,"朴永浩",,,,,,,"Pak Yong-ho",,,"Pak Yong-Ho",,,"Pak Yong-Ho",,,"Pak Yong-Ho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park Young-Ho","association football player",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"パク・ヨンホ",,
Q333172,"김일진","Kim Il-Jin","김일진 (지휘자)","Kim Il-Jin","Kim Il-jin",male,/m/02vyfx7,1956,,,,,,9645d8e2-7a44-41c1-ac0c-e6358b5383c7,,,,,,"金日进","金日進","金日進","金日进","金日进","金日進","Kim Il-jin","キム・イルジン",,,,,"Kim Il-Jin","Kim Il-Jin","Kim Il-Jin",,"金日進",,,,,,,"Kim Il-jin",,,"キム・イルジン",,,,,,"金日進","Kim Il-jin",,,,,,,,,,,,,"Kim Il-jin",,,,,,"کیم ایل جین",,,,,,,,,,,"کیم ایل جین","Kim Il-jin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3434055,"로두철","Ro Tu-chol","로두철","Ro Tu-chol","Ro Tu-chol",male,,1944,,,,,,,,,,,,,,,,,,"Ro Tu-chol",,"Ro Tu Ch'ŏl",,,,,"Ro Tu-chol","Ro Tu-chol",,"盧斗哲",,,,,,,"Ro Tu-chol","Ro Tu-chol",,,,"Ro Tu Ch'ŏl",,,,"盧斗哲","Ro Tu-chol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3612084,,"Kim Wan-su",,"Kim Wan-su","Kim Wan-su",male,,1939-05,,,,,,,,,,,,,,,,,,,,"Kim Wan Su",,,,,"Kim Wan-su","Kim Wan-su",,"金完洙",,,,,,,,,,,,"Kim Wan Su",,,,"金完洙","Kim Wan-su",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3612630,"김영재","Kim Yong-jae","김영재 (1952년)","Kim Yong-jae","Kim Yong-jae",female,,1952-09-07,,,,,,,,,,,,,,,,,,,,,,,,"Kim Yong-jae",,"Kim Yong-jae",,,,,"Kim Yong-jae",,,,,,,,,,,,,,"Kim Yong-jae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38804,"김영춘","Kim Yong-chun","김영춘 (군인)","Kim Yong-chun","Kim Yong-chun",male,/m/02890ng,1936-03-04,,,,,,,,,,,,,,,,,,"Kim Yŏng-ch'un","金永春","Kim Yŏng Ch'un",,,"Kim Yong-chun","Kim Yong-Chun","Kim Yong Chun","Kim Yong-Chun","Kim Yong-chun","金永春",,,"Kim Yong-Chun",,,,"Kim Yŏng-ch’un",,,"金永春","Kim Yong-chun","Kim Yŏng Ch’un",,"Kim Yong-chun",,"金永春","Kim Yong-chun",,,,,,,,,,,"Кім Ён Чхун",,"Kim Yong-chun","Kim Yong Chun",,,,,,,,,,"Кім Ён Чхун",,,,"Kim Yong-chun",,,"Kim Yong-chun",,"Kim Yong-chun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kim Yong Chun","Kim Yong Chun",,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q433295,"류미영","Ryu Mi Yong","류미영","Ryu Mi Yong","Ryu Mi-yong",female,/m/06zly1j,1921-02-14,,,,2016-11-23,,,,,,,,,,,,,,"Ryu Mi-yong","柳美英",,,"Рю Ми Ён","Ryu Mi-yong","Ryu Mi-yong","Ryu Mi-yong","Ju Mi Jong",,"柳美英",,,"Rju Mijong",,,,"Ryu Mi-yong","Ryu Mi-yong","Rju Mijong","柳美英",,,"Рю Ми Ён","Ryu Mi-yong",,"柳美英","Ryu Mi-yong","Ju Mi Jong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q447861,"리성희","Ri Song-Hui","리성희","Ri Song-Hui","Ri Song-hui",female,/m/07rs28,1978-12-03,,,,,,,,,,,,"李成姬",,,,,,"Ri Song-hui","リ・ソンヒ","Ri Song Hui",,"Ли Сонхи",,"Ri Song-Hui","Ri Song-Hui","Ri Song-Hui",,,,,"Ri Szonghi",,,,"Ri Song-hui","Ri Song-hui",,,,"Ri Song-hui","Ли Сонхи",,,,"Ri Song-hui",,,"Ri Song Hui","Ri Song-Hui","Ri Song-Hui","Ri Song Hui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weightlifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4750149,"안명옥","An Myong-ok","안명옥 (조선민주주의인민공화국)","An Myong-ok","An Myong-ok",male,,,,,,,,,,,,,,,,,,,,,,,,,,"An Myong-ok",,"An Myong-ok",,,,,"An Myong-ok",,,,,,,,,,,,,,"An Myong-ok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q492835,"김기남","Kim Ki Nam","김기남","Kim Ki Nam","Kim Ki-nam",male,/m/09t0p_,1929-08-28,,,,,,,,,,,,"金己男","金己男","金己男",,,,"Kim Ki-nam","金己男","Kim Ki Nam",,,,"Kim Ki-nam","Kim Ki-nam","Kim Ki Nam","Kim Ki-nam","金己男",,,"Kim Ki-nam",,,,"Kim Ki-nam",,,"金己男","Kim Ki-nam","Kim Ki Nam",,,,"金基南","Kim Ki-nam",,,,,,,"Kim Ki-nam","Kim Ki-nam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q494800,"박봉주","Pak Pong-ju","박봉주 (1939년)","Pak Pong-ju","Pak Pong-ju",male,/m/023570,1939-10-24,Park,,,,,,,,,,,"朴凤柱","朴鳳柱","朴鳳柱",,,,"Pak Pong-ju","朴奉珠","Pak Pong Ju","Pak Pong-ju","Пак Пон Джу","Pak Pong-ju","Pak Pong-ju","Pak Pong-ju","Pak Pong-ju","Pak Pong-ju","朴奉珠",,,"Pak Pong-ju",,,"Pak Pong-ju","Pak Pong-ju","Pak Pong-ju",,"朴奉珠",,"Pak Pong Ju","Пак Пон Джу","Pak Pong-ju","Pak Pong-ju","朴奉珠","Pak Pong-ju","Pak Pong-ju",,"Pak Pong-ju","Pak Pong-ju","Pak Pong-ju","Pak Pong-ju",,,,"Pak Pong-ju",,,,"Pak Pong-ju",,,"Pak Pong-ju",,"پاک پونگ-جو",,,"Pak Pong-ju",,,,,,"Pak Pong-ju","Pak Pong-ju","پاک پونگ-جو",,,"Pak Pong-ju",,"Pak Pong-ju",,,,,,"Pak Pong-ju","Pak Pong-ju","Pak Pong-ju",,"פאק פונג-ג'ו",,,,,,,,,,"Pak Pong-ju","Pak Pong-ju",,,,,,,,,,"朴奉珠",,,,,,,,,,,,,,,,,,,,"Páuk Hông-ciŏ",,,,,,,,,,,,,,,,,"Pak Pong-ju",,,,,,"Pak Pong-ju",,"פאק פונג-ג'ו",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"朴奉珠",,,"پاک پۆنگ-ژو","Pak Pong-ju","Pak Pong-ju",,"Pak Pong-ju",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q520516,,"Kim Kum-ok",,"Kim Kum-ok","Kim Kum-ok",female,/m/05c3zgd,1988-12-09,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/04/Kim_Kum-ok.JPG,,,,225632,,,,,,,"Kim Kum-ok",,"Kim Kum-ok",,,,"Kim Kum-ok","Kim Kum-ok","Kim Kum-ok","Kim Kum-ok",,,,,,,,"Kim Kum-ok",,,,"Kim Kum-ok","Kim Kum-ok",,,,,"Kim Kum-ok",,,,,,,,,,,,,"Kim Kum-ok",,,,,,,,,,,,,,,,,,"Kim Kum-ok",,,,,,,"Kim Kum-Ok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kim Kum-Ok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"long-distance runner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5355441,"김격식","Kim Kyok-sik","김격식","Kim Kyok-sik","Kim Kyok-sik",male,/m/0pl1ylw,1943,,,,2015-05-10,,,,,,,,"金格植","金格植","金格植",,,,"Kim Kyok-sik","金格植","Kim Kyok-sik",,,,"Kim Kyok-sik","Kim Kyok-sik","Kim Kyok-sik",,"金格植",,,"Kim Kyok-sik",,"Kim Kyok-sik",,"Kim Kyok-sik",,,"金格植",,"Kim Kyok-sik",,,,"金格植","Kim Kyok-sik",,,,,,,,,"Kim Kyok-sik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5366982,"김원홍","Kim Won-hong","김원홍","Kim Won-hong","Kim Won-hong",male,/m/0vzrn2d,1945-04-17,,,,,,,,,,,,"金元弘","金元弘","金元弘",,,,"Kim Won-hong","金元弘","Kim Wŏn Hong",,,,"Kim Won-hong","Kim Won-hong","Kim Won-hong",,"金元弘",,,"Kim Won-hong",,,,"Kim Won-hong",,,"金元弘",,"Kim Wŏn Hong",,,,"金元弘","Kim Won-hong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5367050,"박도춘","Pak To-chun","박도춘","Pak To-chun","Pak To-chun",male,,1944-03-09,,,,,,,,,,,,"朴道春","朴道春","朴道春",,,,"Pak To-chun","朴道春","Pak To Ch'un",,,,"Pak To-chun","Pak To-chun","Pak To-chun",,"朴道春",,,"Pak To-chun",,,,"Pak To-chun",,,"朴道春",,"Pak To Ch'un",,,,"朴道春","Pak To-chun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56226,"김정은","Kim Jong-un","김정은","Kim Jong-un","Kim Jong-un",male,/m/0fgw19,1984-01-08,Kim,"0000 0001 2085 1310",171940304,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/Kim_Jong-Un.png,1057989533,n2011038915,01214960,,"金正恩","金正恩","金正恩","金正恩","金正恩","金正恩","Kim Jong-un","金正恩","Kim Dzong Un","Kim Jong-un","Ким Чен Ын","Kim Jong-un","Kim Jong-un","Kim Jong-eun","Kim Jong-un","Kim Jong-un","金正恩","Kim Čong-un","Kim Jong-un","Kim Dzsongun","Կիմ Ջոնգ Ուն","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Dzsongun","金正恩","Kim Jong-un","Kim Dzong Un","Ким Чен Ын","Kim Jong-un","Kim Jong-un","金正恩","Kim Jong-un","Kim Jong-un",,"Kim Cong-ın","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Jong-un","Кім Чэн Ын","Kim Jong-un","Kim Jong-un","Kim Jong-un","Кім Чэн Ын","Gim Jeong-eun","Kim Chŏng-un","Kim Jong-un","کیم جونگ-اون","Κιμ Τζονγκ-ουν","Ким Чен Ун","Kim Jong-un","Кім Чэн Ын","Кім Чэн Ын","Ким Чен Ун","Kim Jong-un","Κιμ Γιονγκ Ουν","Kim Jong-un","Kim Chŏng-un","کیم جونگ-اون","Kim Jong-un","Kim Jong-un","Kim Jong-un","Gim Jeong-eun","Kim Jong-un","Kim Jong-un","كم جونغ أون","Kim Çen In","Kim Jong Un","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Ĝong-un","קים ג'ונג-און","Kim Jong-un","კიმ ჩენ ინი","Kim Džongunas","Kims Čonins","Ким Џонг Ун","കിം ജോങ് യുൻ","Kim Jong-un","ကင်ဂျုံအွန်","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Čong-un","Kim Xhong-Un","Ким Џонг Ун","கிம் ஜொங்-உன்","คิม จ็อง-อึน","Kim Çžon Yn","Кім Чен Ин","金正恩","金正恩","金正恩","Kîm Ngit-sṳ̀n","Kim Dzong Un","Kim Yong Un","Ким Чен Ир","Kim Jong-un","Kim Jong-un","Kim Jong-un","Ким Чен Ун","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Džiuong Un","Kim Chèng-un","কিম জং উন","Ким Чен Ын","Kim Jong-un","किम जोंग उन","Gĭng Céng-ŏng","金正恩","کیم جۆنگ ئون","किम जोङ उन","Kim Jong-un","کم جونگ-اون","Kim jong un","Kim Jong-un","Kim Jong-un","Kim Jong-un","كم جونغ أون","Kim Jong-un","Kim Çen In","Kim Džiuong Un","Kim Jong-un","কিম জং উন","Kim Jong-un","Kim Jong-un","کیم جۆنگ ئون","Kim Čong-un","Kim Jong-un","Kim Ĝong-un","Kim Jong-un","Kim Jong-un","Kim Jong-un","קים ג'ונג-און","किम जोंग उन","Kim Jong-un","Kim Dzsongun","Կիմ Ջոնգ Ուն","Kim Jong-un","კიმ ჩენ ინი","Kim Džongunas","Kims Čonins","Ким Џонг Ун","കിം ജോങ് യുൻ","Ким Жонъынь","Kim Jong-un","ကင်ဂျုံအွန်","Kim Jong-un","किम जोङ उन","Kim Jong-un","Ким Чен Ын","Kim Dzong Un","Kim Jong-un","Категория:Ким Чен Ын","Kim Jong-un","Kim Jong-un","Kim Jong-un","Kim Čong-un","Kim Xhong-un","Ким Џонг Ун","Kim Jong-un","Kim Dzong Un","கிம் ஜொங்-உன்","Ким Чен Ун","คิม จ็อง-อึน","Kim Çžon Yn","Kim Jong-un","Kim Jong-un","Кім Чен Ин","کم جونگ-اون","Kim Jong-un","金正恩","Kim Jong-un","金正恩",,,,,"Kim Jong-un",,"Kim Jong-un",,politician,"Kim Jong-un","Kim Jong-un","Kim Jong-un","ਕਿਮ ਜੋਂਗ ਉਨ","කිම් ජොං අං","金正恩","Kim Jong-un","Kim Džong-un","किम जोङ्ग उन","Кім Чэн Ын","Kategorie:Kim Jong-un","Category:Kim Jong-un","Categoría:Kim Jong-un","金正恩","Kim Jong-un","Kim Jong-un","분류:김정은","Kim Jong-un","किम जोङ्ग उन","Kim Jong-un","ਕਿਮ ਜੌਂਗ ਉਨ","Categoria:Kim Jong-un","කිම් ජොං අං","Kim Džong-un","Категорија:Ким Џонг Ун","Кім Чен Ин",biography/Kim-Jong-Eun,Kim-302,world/kim-jong-un,person/kim-jongun,Kim-Jong-un,,,,
Q58214,"박의춘","Pak Ui-chun","박의춘","Pak Ui-chun","Pak Ui-chun",male,/m/04mzf79,1932,,,,,,,,,,,,,,,,,,"Pak Ui-chun","朴宜春","Pak Ŭi Ch'un",,,"Pak Ui-chun","Pak Ui-chun","Pak Ui-chun","Pak Ui-chun",,"朴義春",,,"Pak Icshun",,,,"Pak Ui-chun","Pak Ui-chun","Pak Icshun","朴宜春",,"Pak Ŭi Ch'un",,"Pak Ui-chun",,"朴義春","Pak Ui-chun",,,,"Pak Ui-chun",,,,,,,"Пак Ы Чун",,"Pak Ui-chun",,,,,,,,,,,"Пак Ы Чун",,,,,,,"Pak Ui-chun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pak Ui-chun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5954097,"김성일","Kim Seong-il","김성일 (1538년)","Kim Seong-il","Kim Seong-il",male,,1538,,,6298285,1593,,,,1089621019,n82269488,,,,,,,,,,"金誠一",,,,,,,"Kim Seong-il",,"金誠一",,,,,,,,,,"金誠一",,,,,,"金誠一","Kim Song-il",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Кім Соніль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Кім Соніль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,095200339,Seiichi
Q6408470,,"Kim Chol",,"Kim Chol","Kim Chol",male,,1960,,,,2012-10,,,,,,,,,,,,,,"Kim Chol","金哲",,,,,,"Kim Chol","Kim Chol",,"金哲",,,,,,,,,,"金哲 (軍人)",,,,,,"金哲","Kim Chol",,,,,,,,,,,,,,,,,,"Kim Chol",,,,,,,,,,,,,,"Kim Chol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6409198,,"Kim Myong-chol",,"Kim Myong-chol","Kim Myong-chol",male,,,,,,,,,,,,,,,,,,,,"Kim Myong-chol",,,,,,,,"Kim Myong-chol",,,,,,,,,,,,,,,,,,,"Kim Myong-chol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6409256,"김봉철","Kim Pong-chol","김봉철","Kim Pong-chol","Kim Pong-chol",male,,1942-05-02,,,,2012-02-14,,,,,,,,,,,,,,,,,,,,"Kim Pong-chol","Kim Pong-chol","Kim Pong-chol",,"金奉哲",,,,,,,,,,,,,,,,,"Kim Pong-chol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q705608,"강석주","Kang Sok-ju","강석주","Kang Sok-ju","Kang Sok-ju",male,/m/0dgnw85,1939-08-29,,,,2016-05-20,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Kang_Sok-ju.jpg,,,,,"姜锡柱","姜錫柱","姜錫柱",,,,"Kang Sok-ju","姜錫柱","Kang Sŏk Ju",,,"Kang Sok-ju","Kang Sok-ju","Kang Sok-ju","Kang Sok-ju",,"姜錫柱",,,"Kang Szokcsu",,,,"Kang Sok-ju",,"Kang Szokcsu","姜錫柱",,"Kang Sŏk Ju",,"Kang Sok-ju",,"姜錫柱","Kang Sok-ju",,,,,,,,,,,,,,"Kang Sok-ju",,,,,,,,,,,,,,"Kang Sok-ju",,,,,"Kang Sok-ju",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
