id,name__en,name__nl,name__fr,name,wikipedia__en,gender,occupation,birth_date,given_name,original_wikiname,name__de,name__it,death_date,name__yo,wikipedia__yo,name__hu,identifier__NPG,identifier__hansard,identifier__VIAF,name__ca,wikipedia__ca,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NTA,identifier__FAST,name__new,wikipedia__new,image,name__es,wikipedia__fr,name__sv,wikipedia__sv,name__nb,name__da,name__nn,wikipedia__de,name__cy,name__ru,wikipedia__ru,name__tr,wikipedia__no,wikipedia__tr,identifier__freebase,name__gl,wikipedia__it,name__zh_hant,name__zh_cn,name__dv,name__ja,wikipedia__dv,name__cs,name__eu,name__pl,wikipedia__pl,name__id,name__sk,name__el,name__hy,name__ar,wikipedia__ar,wikipedia__el,wikipedia__id,wikipedia__ja,wikipedia__sk,name__fa,name__sh,name__sr_el,name__sr_ec,name__sr,wikipedia__fa,wikipedia__sh,wikipedia__sr,name__he,wikipedia__simple,name__zh_hans,name__zh_hk,name__zh,name__fi,wikipedia__es,wikipedia__fi,wikipedia__nl,wikipedia__zh,identifier__Britannica,name__zh_sg,name__zh_tw,name__ko,name__ta,name__et,name__hi,name__pt,name__hr,name__lt,name__bn,name__en_ca,name__en_gb,name__pt_br,name__uk,wikipedia__bn,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__et,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__ko,wikipedia__lt,wikipedia__pt,wikipedia__ta,wikipedia__uk,name__ka,name__ms,name__vi,name__lb,name__oc,name__min,name__ml,name__mr,name__ne,name__la,name__pa,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__min,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__oc,wikipedia__pa,wikipedia__vi,name__br,name__eo,name__ksh,name__mk,name__sco,wikipedia__br,wikipedia__eo,wikipedia__ksh,wikipedia__sco,identifier__IMDB,website,twitter,name__io,name__de_ch,name__an,name__be,wikipedia__an,wikipedia__be,wikipedia__enwikinews,wikipedia__eu,wikipedia__io,identifier__GND,identifier__Munzinger,family_name,identifier__sycomore,name__nds,wikipedia__ruwikinews,identifier__GTAA,wikipedia__nn,identifier__NNDB,name__rw,name__be_tarask,name__bm,name__arz,wikipedia__arz,wikipedia__be_x_old,wikipedia__bm,wikipedia__plwikiquote,wikipedia__rw,identifier__snac,identifier__senatDOTfr,identifier__AlloCine,identifier__moviemeter,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,name__is,name__mg,wikipedia__is,wikipedia__mg,identifier__allmovie,name__diq,name__sl,wikipedia__sl,name__gd,wikipedia__gd,wikipedia__eswikisource,name__lv,wikipedia__lv,identifier__bigenc_ru,identifier__MusicBrainz,identifier__NKC,identifier__CANTIC,identifier__discogs,identifier__SFDb,identifier__SCOPE,identifier__DNF,name__qu,wikipedia__qu,name__af,name__ast,name__bar,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__OLID,identifier__BNE,second_surname,name__bg,name__kk,name__az,wikipedia__az,wikipedia__bg,wikipedia__kk,wikipedia__ro,identifier__NDL,name__se,wikipedia__se,facebook,identifier__quora,wikipedia__eswikiquote,identifier__GNC,identifier__nlg
Q16913059,"Lorena Castillo de Varela","Lorena Castillo de Varela","Lorena Castillo de Varela","Lorena Castillo de Varela","Lorena Castillo",female,journalist,1968-07-31,Lorena,"Lorena Castillo",,"Lorena Castillo",,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d0/Lorena_Castillo.jpg,"Lorena Castillo de Varela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lorena Castillo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18719759,"Gustavo García de Paredes","Gustavo García de Paredes","Gustavo García de Paredes","Gustavo García de Paredes",,male,politician,1938-09-23,Gustavo,"Gustavo García de Paredes",,,,,,"Gustavo García de Paredes",,,,,,,,,,,,,,,"Gustavo García de Paredes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gustavo García de Paredes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q192667,"Manuel Noriega","Manuel Noriega","Manuel Noriega","Manuel Noriega","Manuel Noriega",male,politician,1934-02-11,Manuel,"Manuel Noriega","Manuel Noriega","Manuel Noriega",,,,"Manuel Antonio Noriega",,,33536677,"Manuel Antonio Noriega Moreno","Manuel Antonio Noriega Moreno","0000 0000 8438 1808",n88014308,12161867k,030143837,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Manuel_Noriega_mug_shot.jpg,"Manuel Antonio Noriega","Manuel Noriega","Manuel Noriega","Manuel Noriega","Manuel Noriega","Manuel Noriega","Manuel Noriega","Manuel Noriega",,"Норьега, Мануэль","Норьега, Мануэль","Manuel Noriega","Manuel Noriega","Manuel Noriega",/m/0jdjj,,"Manuel Noriega","曼紐爾·諾列加","曼纽尔·诺列加",,"マヌエル・ノリエガ",,"Manuel Noriega","Manuel Antonio Noriega","Manuel Noriega","Manuel Noriega","Manuel Noriega",,,,"مانويل نورييغا","مانويل نورييغا",,"Manuel Noriega","マヌエル・ノリエガ",,"مانوئل نوریگا",,"Manuel Norijega","Мануел Норијега","Мануел Норијега","مانوئل نوریگا",,"Мануел Норијега","מנואל נורייגה","Manuel Noriega","曼纽尔·诺列加","曼紐爾·諾列加","曼纽尔·诺列加","Manuel Noriega","Manuel Antonio Noriega","Manuel Noriega","Manuel Noriega","曼纽尔·诺列加",,"曼纽尔·诺列加","曼紐爾·諾列加","마누엘 노리에가",,,,"Manuel Noriega","Manuel Noriega","Manuel Noriega","মানুয়েল নরিয়েগা",,,,"Мануель Нор'єга","মানুয়েল নরিয়েগা",,"Manuel Noriega","Manuel Noriega",,,,"מנואל נורייגה",,"Manuel Noriega","마누엘 노리에가","Manuel Noriega","Manuel Noriega",,"Мануель Нор'єга","მანუელ ნორიეგა","Manuel Noriega","Manuel Noriega",,,,,"मनुएल नोरिगा",,,,"მანუელ ნორიეგა",,,,,"मनुएल नोरिगा","Manuel Noriega",,,,"Manuel Noriega",,"Manuel Noriega",,,"Manuel Noriega",,"Manuel Noriega",,"Manuel Noriega",,,,"Manuel Noriega",,,"Мануэль Нар'ега",,"Мануэль Нар'ега",,"Manuel Antonio Noriega","Manuel Noriega",118947001,,,,,,,"Manuel Noriega",019/000023947,,"Мануэль Нар’ега",,,,"Мануэль Нар’ега",,"Manuel Noriega",,,,,,,,,,,"Manuel Noriega",,"Manuel Noriega",,,,,,,,,"Manuels Norjega","Manuels Norjega",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manuel Noriega",,,,,,,,,,,,,,"Мануел Нориега","Мануэль Норьега","Manuel Noryeqa","Manuel Noryeqa","Мануел Нориега","Мануэль Норьега","Manuel Noriega",00621219,,,,,,,
Q19501020,"Susana Richa de Torrijos","Susana Richa de Torrijos","Susana Richa de Torrijos","Susana Richa de Torrijos",,female,politician,1924-10-22,Susana,"Susana Richa de Torrijos",,,,,,"Susana Richa de Torrijos",,,,,,,,,,,,,,,"Susana Richa de Torrijos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Susana Richa de Torrijos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19602934,"Enriqueta Morales","Enriqueta Morales","Enriqueta Morales","Enriqueta Morales",,female,,1891-03-29,,"Enriqueta Morales",,"Enriqueta Morales",1986-11-10,,,,,,,,,,,,,,,,,,"Enriqueta Morales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enriqueta Morales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2040215,"Roberto Arias","Roberto Arias","Roberto Arias","Roberto Arias","Roberto Arias",male,journalist,1918,Roberto,"Roberto Arias","Roberto Arias",,1989-11-22,,,,,,,,,,,,,,,,,,"Roberto Arias",,,,,,,,,"Роберто Ариас","Ариас, Роберто",,,,/m/047mj_0,,,,,,,,,,"Roberto Arias","Roberto Arias",,,,,,,,,,,,,,,,,,,,,,,,,"Roberto Arias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21451566,"Silvia Carrera","Silvia Carrera","Silvia Carrera","Silvia Carrera","Silvia Carrera",female,Cacique,1970,Silvia,"Silvia Carrera",,,,,,,,,,,,,,,,,,,,,"Silvia Carrera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22280279,"Rubén De León Sánchez","Rubén De León Sánchez",,"Rubén De León Sánchez","Rubén De León Sánchez",male,,,,"Rubén De León Sánchez",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q231946,"Mireya Moscoso","Mireya Moscoso","Mireya Moscoso","Mireya Moscoso","Mireya Moscoso",female,politician,1946-07-01,Mireya,"Mireya Moscoso","Mireya Moscoso","Mireya Moscoso",,"Mireya Moscoso","Mireya Moscoso","Mireya Moscoso",,,36268204,"Mireya Moscoso","Mireya Moscoso",,n2001105621,,,,467307,,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Mireya_Moscoso.jpg,"Mireya Moscoso","Mireya Moscoso","Mireya Elisa Moscoso","Mireya Elisa Moscoso","Mireya Moscoso","Mireya Moscoso","Mireya Moscoso","Mireya Moscoso",,"Мирейя Москосо",,,,,/m/022v9_,"Mireya Moscoso","Mireya Moscoso","米雷婭·莫斯科索","米雷娅·莫斯科索",,"ミレヤ・モスコソ",,,"Mireya Moscoso","Mireya Moscoso","Mireya Moscoso","Mireya Moscoso",,,,"ميريا موسكوسو","ميريا موسكوسو",,"Mireya Moscoso",,,,,,,,,,,"מירייה מוסקוסו",,"米雷娅·莫斯科索","米雷婭·莫斯科索","米雷娅·莫斯科索","Mireya Moscoso","Mireya Moscoso","Mireya Moscoso","Mireya Moscoso","米雷娅·莫斯科索",,"米雷娅·莫斯科索","米雷婭·莫斯科索","미레야 모스코소",,,,"Mireya Moscoso",,,,,,,,,,,"Mireya Moscoso",,,"Mireya Moscoso",,,,"미레야 모스코소",,"Mireya Moscoso",,,"მირეია მოსკოსო",,,,"Mireya Moscoso",,,"मिरेया मॉस्कोसो",,,,"მირეია მოსკოსო",,,,,"मिरेया मॉस्कोसो",,,"Mireya Moscoso",,,,"Mireya Moscoso",,,,,"Mireya Moscoso",,,,,,"Mireya Moscoso",,,,,,,"Mireya Moscoso","Mireya Moscoso",1057603104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mireya Moscoso","Mireya Moscoso","Mireya Moscoso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24255960,"Carmen Gisela Vergara","Carmen Gisela Vergara",,"Carmen Gisela Vergara",,female,lawyer,,,"Carmen Gisela Vergara",,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/65/Carmen_Gisela_Vergara.jpg,"Carmen Gisela Vergara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmen Gisela Vergara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28122455,"Laurentino Cortizo","Laurentino cortizo",,"Laurentino Cortizo","Laurentino Cortizo",male,,,,"Laurentino Cortizo",,,,,,,,,,,,,,,,,,,,,"Laurentino Cortizo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurentino Cortizo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
