id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
ca2454ad-5636-4fb7-bf1e-b7e349a3e53c,Catherine Delahunty,"Delahunty, Catherine",catherine.delahunty@parliament.govt.nz,greencatherine,catherine.delahunty,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1283/delahunty-catherine5.C1fwxA.jpg,
7aa4961c-3ff2-477f-b3d0-7e4c7d743b76,Chester Borrows,"Borrows, Chester",chester.borrows@parliament.govt.nz,ChesterBorrows,chesterborrows,National Party,national_party,area/whanganui,Whanganui,New Zealand Parliament,51,,,https://www.parliament.nz/media/1269/chester-borrows-cropped.DdiRHw.jpg,
9edcf348-e295-4c04-be20-3176560b2dc6,Chris Bishop,"Bishop, Chris",Chris.bishop@parliament.govt.nz,cjsbishop,chrisbishopmp,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/2030/bishop-chris.C2uZGg.jpg,
d3b5ccfc-ca72-4ebf-81c4-c94d35fae30d,Chris Hipkins,"Hipkins, Chris",chris.hipkins@parliament.govt.nz,chrishipkins,chrishipkinsmp,Labour Party,labour_party,area/rimutaka,Rimutaka,New Zealand Parliament,51,,,https://www.parliament.nz/media/1304/hipkins-chris5.C1fwxg.jpg,
ca99fd9f-10be-4378-a483-a86a18f90228,Christopher Finlayson,"Finlayson, Christopher",,chrisfinlayson,CFFinlayson,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1288/finlayson-chris5.C1fwxQ.jpg,
882f7d97-eb42-4861-945d-521b0a3fbd75,Clare Curran,"Curran, Clare",clare.curren@parliament.govt.nz,ClareCurranMP,ClareCurranForDunedinSouth,Labour Party,labour_party,area/dunedin_south,Dunedin South,New Zealand Parliament,51,,,https://www.parliament.nz/media/1279/curran-clare.DdiTlw.jpg,
cb21d7bb-dc94-459c-b045-098672d8493d,Clayton Cosgrove,"Cosgrove, Clayton",clayton.cosgrove@parliament.govt.nz,,claytoncosgrovemp,Labour Party,labour_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1277/cosgrove-clayton3.C1fwxA.jpg,
c7279a7c-acbd-46b8-a57e-1f1e47fe2b68,Clayton Mitchell,"Mitchell, Clayton",clayton.mitchell@parliament.govt.nz,tickclayton,seemitchell,NZ First,nz_first,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1348/mitchell-clayton.C24h7Q.jpg,
b43a15db-2a58-4aec-8e49-6fb27e2461ea,Craig Foss,"Foss, Craig",craig.foss@parliament.govt.nz,CraigFossMP,craig.foss,National Party,national_party,area/tukituki,Tukituki,New Zealand Parliament,51,,,https://www.parliament.nz/media/1291/foss-craig5.C1fwxQ.jpg,
d75876c5-b3c0-4fcc-9bf6-a9869b9433d8,Damien O'Connor,"O'Connor, Damien",damien.oconnor@parliament.govt.nz,DamienOConnorMP,damienoconnormp,Labour Party,labour_party,area/west_coast-tasman,West Coast-Tasman,New Zealand Parliament,51,,,https://www.parliament.nz/media/1358/oconnor-damien.C1kn1Q.jpg,
c4711d3d-32ce-4b64-8bc0-19e403f8f54e,Darroch Ball,"Ball, Darroch",Darroch.Ball@parliament.govt.nz,darrochball,darroch.ball,NZ First,nz_first,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/2047/ball-darroch.DenRnA.jpg,
e461095b-f73a-41d5-a27b-419e5118ad43,David Bennett,"Bennett, David",david.bennett@parliament.govt.nz,davidbennettmp,david.bennettmp,National Party,national_party,area/hamilton_east,Hamilton East,New Zealand Parliament,51,,,https://www.parliament.nz/media/1262/bennett-david3.C1fwww.jpg,
78e4e4dd-2630-4131-b35c-c4a77dc7dc46,David Carter,"Carter, David",david.carter@parliament.govt.nz,DavidCarterMP,DavidCarterMP,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1273/carter-david3.C1fwxA.jpg,
c2c3c049-9160-4cca-9861-1550dab4fb27,David Clark,"Clark, David",david.clark@parliament.govt.nz,DavidClarkNZ,DavidClarkMP,Labour Party,labour_party,area/dunedin_north,Dunedin North,New Zealand Parliament,51,,,https://www.parliament.nz/media/1272/clark-david3.C1fwxA.jpg,
65b2f940-fc30-429e-a64d-01900fc018d4,David Clendon,"Clendon, David",david.clendon@parliament.govt.nz,davidclendon,david.clendon,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/2059/clendon-david.DdiSnA.jpg,
1974bf1c-1787-4ee2-9b18-b2206a8ab39a,David Cunliffe,"Cunliffe, David",david.cunliffe@parliament.govt.nz,DavidCunliffeMP,david.cunliffe.labour,Labour Party,labour_party,area/new_lynn,New Lynn,New Zealand Parliament,51,,2017-04-23,https://www.parliament.nz/media/1278/cunliffe-david3.C1fwxA.jpg,male
f09fcb7b-2cdd-4059-a67e-31f480d30b31,David Parker,"Parker, David",david.parker@parliament.govt.nz,DavidParkerMP,,Labour Party,labour_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1362/parker-david.DeiH7w.jpg,
a95a29b3-16ce-49d7-b218-b43f8f001848,David Seymour,"Seymour, David",david.seymour@parliament.govt.nz,dbseymour,davidseymourACT,ACT Party,act_party,area/epsom,Epsom,New Zealand Parliament,51,,,https://www.parliament.nz/media/2066/seymour-david.DenNhA.jpg,
8689a474-1152-43b1-8817-08b31f8e4879,Denis O'Rourke,"O'Rourke, Denis",denis.orourke@parliament.govt.nz,,,NZ First,nz_first,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1359/orourke-denis.DeiFxA.jpg,
8069e76a-f3dc-44f0-a93c-51eb3e40661a,Denise Roche,"Roche, Denise",denise.roche@parliament.govt.nz,DeniseRocheMP,DeniseRocheMP,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1368/roche-denise.C1kn1g.jpg,
7f1b2b7a-9cc3-4874-bfed-a22044e45232,Eugenie Sage,"Sage, Eugenie",eugenie.sage@parliament.govt.nz,EugenieSage,Eugenie-Sage-MP,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1370/sage-eugenie.DeiNIw.jpg,
f087d999-fd7e-4606-bc73-0e71e57fddb3,Fletcher Tabuteau,"Tabuteau, Fletcher",Fletcher.Tabuteau@parliament.govt.nz,TabuteauNZFirst,tabuteaunzfirst,NZ First,nz_first,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1383/tabuteau-fletcher2.C1kn2A.jpg,
68731042-8e5c-4b3c-894c-d80be41f210b,Gareth Hughes,"Hughes, Gareth",gareth.hughes@parliament.govt.nz,GarethMP,garethhughesmp,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1307/hughes-gareth.DdinoA.jpg,
d281e13f-14d5-4c64-8611-c6a8602eea8b,Gerry Brownlee,"Brownlee, Gerry",gerry.brownlee@parliament.govt.nz,,gerrybrownleemp,National Party,national_party,area/ilam,Ilam,New Zealand Parliament,51,,,https://www.parliament.nz/media/1271/brownlee-gerry3.C1fwxA.jpg,
fa52c3f7-d059-49de-bf92-12e29e4099d8,Grant Robertson,"Robertson, Grant",grant.robertson@parliament.govt.nz,grantrobertson1,GrantRobertsonLabour,Labour Party,labour_party,area/wellington_central,Wellington Central,New Zealand Parliament,51,,,https://www.parliament.nz/media/1367/robertson-grant.DeiLww.jpg,
33b8ec1f-753e-4057-9a4b-67927b675609,Hekia Parata,"Parata, Hekia",hekia.parata@parliament.govt.nz,hekiaparata,hekia.parata,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1360/parata-hekia.C246Kg.jpg,
7081e6d3-587e-4fe1-979b-c24d902035a7,Iain Lees-Galloway,"Lees-Galloway, Iain",iain.lees-galloway@parliament.govt.nz,iainlg,ileesgalloway,Labour Party,labour_party,area/palmerston_north,Palmerston North,New Zealand Parliament,51,,,https://www.parliament.nz/media/1334/lees-galloway-iain.DdiyFA.jpg,
2cce73d0-b057-492c-b1ad-455f87f31f14,Ian McKelvie,"McKelvie, Ian",ian.mckelvie@parliament.govt.nz,ianmckelviemp,IanMcKelvieMP,National Party,national_party,area/rangitīkei,Rangitīkei,New Zealand Parliament,51,,,https://www.parliament.nz/media/1351/mckelvie-ian.DehZzA.jpg,
974fa9e8-8881-4504-bfd0-109feeb04482,Jacinda Ardern,"Ardern, Jacinda",jacinda.ardern@parliament.govt.nz,jacindaardern,jacindaardern,Labour Party,labour_party,area/list,List,New Zealand Parliament,51,,2017-02-25,https://www.parliament.nz/media/1234/ardern-jacinda.C1arZA.jpg,
974fa9e8-8881-4504-bfd0-109feeb04482,Jacinda Ardern,"Ardern, Jacinda",jacinda.ardern@parliament.govt.nz,jacindaardern,jacindaardern,Labour Party,labour_party,area/mt_albert,Mt Albert,New Zealand Parliament,51,2017-02-25,,https://www.parliament.nz/media/1234/ardern-jacinda.C1arZA.jpg,
1623e891-bf0f-4903-979a-11d0f1475b80,Jacqui Dean,"Dean, Jacqui",jacqui.dean@parliament.govt.nz,JacquiDeanMP,JacquiDeanMP,National Party,national_party,area/waitaki,Waitaki,New Zealand Parliament,51,,,https://www.parliament.nz/media/2060/dean-jacqui.C2zKYw.jpg,
9c5d1831-1b16-4607-b051-72ef4138ddee,James Shaw,"Shaw, James",james.shaw@parliament.govt.nz,jamespeshaw,JamesShawMP,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1376/shaw-james.C24bIA.jpg,
68b5d82d-7594-46d9-a56a-5ec179d24502,Jami-Lee Ross,"Ross, Jami-Lee",jami-lee.ross@parliament.govt.nz,jamileeross,,National Party,national_party,area/botany,Botany,New Zealand Parliament,51,,,https://www.parliament.nz/media/1371/ross-jami-lee.C24asA.jpg,
1add9871-5d08-4a01-afd4-2fef31e69e93,Jan Logie,"Logie, Jan",jan.logie@parliament.govt.nz,janlogie,MPJanLogie,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1339/logie-jan.C1kn0g.jpg,
4bbca982-2c8c-47d9-91b9-4637a7685371,Jenny Salesa,"Salesa, Jenny",Jenny.Salesa@parliament.govt.nz,JennySalesa,jenny.salesa.labour,Labour Party,labour_party,area/manukau_east,Manukau East,New Zealand Parliament,51,,,https://www.parliament.nz/media/2216/salesa-jenny.C25Xcw.jpg,
89975ca2-64f1-4321-9ee9-fe15fdeac17f,Jian Yang,"Yang, Jian",jian.yang@parliament.govt.nz,,JianYangMP,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1399/yang-jian2.C1kn2g.jpg,
857ef4a8-0b0a-4f79-9fe8-d17138b81b91,Jo Goodhew,"Goodhew, Jo",jo.goodhew@parliament.govt.nz,JoGoodhewMP,JoGoodhewMP,National Party,national_party,area/rangitata,Rangitata,New Zealand Parliament,51,,,https://www.parliament.nz/media/1301/goodhew-jo.DdiefA.jpg,
b34049e1-efb6-49d4-91f8-99030d42c110,Joanne Hayes,"Hayes, Joanne",Joanne.Hayes@parliament.govt.nz,jo_hayes1,JoanneHayesMP,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1303/hayes-joanne.DdifQw.jpg,
cf4011ee-2b62-41f7-897d-0b1bf771a89d,John Key,"Key, John",john.key@parliament.govt.nz,RtHon_JohnKey,pmjohnkey,National Party,national_party,area/helensville,Helensville,New Zealand Parliament,51,,2016-12-12,https://www.parliament.nz/media/2003/key-john.C2pLGA.jpg,male
451c77b2-b8c6-4400-a5f8-10ac3b9cbb91,Jonathan Coleman,"Coleman, Jonathan",jonathan.coleman@parliament.govt.nz,jcolemanmp,jonathan.coleman.56,National Party,national_party,area/northcote,Northcote,New Zealand Parliament,51,,,https://www.parliament.nz/media/1275/2017-jonathan-coleman-published-image.Dh_GzA.jpeg,
0609d1a8-961f-49ec-9e43-90b0e201b51b,Jonathan Young,"Young, Jonathan",jonathan.young@parliament.govt.nz,JonathanYoungMP,jonathan.youngmp,National Party,national_party,area/new_plymouth,New Plymouth,New Zealand Parliament,51,,,https://www.parliament.nz/media/1398/young-jonathan2.C1kn2g.jpg,
8d1a00da-1814-4d7a-8278-a0ea0c1eeb47,Jono Naylor,"Naylor, Jono",Jono.naylor@parliament.govt.nz,jono_naylor,jononaylor1,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1355/naylor-jono.C1kn1Q.jpg,
9d50bbae-0482-4ff0-b522-9f7900c1c7ec,Judith Collins,"Collins, Judith",judith.collins@parliament.govt.nz,judithcollinsmp,judithcollinsmp,National Party,national_party,area/papakura,Papakura,New Zealand Parliament,51,,,https://www.parliament.nz/media/1276/collins-judith3.C1fwxA.jpg,
dc5d656e-04a4-40e9-9adf-84ce956fc443,Julie Anne Genter,"Genter, Julie Anne",julieanne.genter@parliament.govt.nz,,JulieAnneGenter,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1294/genter-julie-anne.DdidiA.jpg,
e6358911-1ef3-4bd5-b1d4-ac30b02d928f,Kanwaljit Singh Bakshi,"Bakshi, Kanwaljit Singh",KanwaljitSingh.Bakshi@parliament.govt.nz,Bakshiks,Bakshiks,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1259/bakshi-kanwaljit-singh.DenQuQ.jpg,
78d1a232-938f-4299-8acb-b26efd2f00b9,Kelvin Davis,"Davis, Kelvin",Kelvin.Davis@parliament.govt.nz,NgatiBird,KelvinDavisLabour,Labour Party,labour_party,area/te_tai_tokerau,Te Tai Tokerau,New Zealand Parliament,51,,,https://www.parliament.nz/media/2032/davis-kelvin.DdiaxQ.jpg,
f231bfac-d4ee-4e95-9064-0238647964b2,Kennedy Graham,"Graham, Kennedy",,KennedyGraham,kennedygrahammp,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1299/graham-kennedy5.C1fwxQ.jpg,
a63f3226-d1bd-4b83-b5d3-2408072c7ee6,Kris Faafoi,"Faafoi, Kris",kris.faafoi@parliament.govt.nz,KrisinMana,krisfaafoimp,Labour Party,labour_party,area/mana,Mana,New Zealand Parliament,51,,,https://www.parliament.nz/media/1289/faafoi-kris.C24c5w.jpg,
43a71f81-2b43-426c-8fd5-9827d48770b0,Lindsay Tisch,"Tisch, Lindsay",Lindsay.Tisch@parliament.govt.nz,,,National Party,national_party,area/waikato,Waikato,New Zealand Parliament,51,,,https://www.parliament.nz/media/1387/tisch-lindsay.C24bjA.jpg,
e98d3311-3c1b-494e-8461-9f892a8a92eb,Louisa Wall,"Wall, Louisa",louisa.wall@parliament.govt.nz,,louisawall.labourmanurewa,Labour Party,labour_party,area/manurewa,Manurewa,New Zealand Parliament,51,,,https://www.parliament.nz/media/1391/wall-louisa2.C1kn2Q.jpg,
4a5e4bb5-ec67-4a96-8822-0402a45a4936,Louise Upston,"Upston, Louise",louise.upston@parliament.govt.nz,LouiseUpston,louise.upston,National Party,national_party,area/taupō,Taupō,New Zealand Parliament,51,,,https://www.parliament.nz/media/1389/upston-louise.C9uFGw.jpg,
9f9468b1-edeb-4509-9810-da3c211d29a9,Maggie Barry,"Barry, Maggie",Maggie.Barry@parliament.govt.nz,maggiebarrynz,maggiebarrynz,National Party,national_party,area/north_shore,North Shore,New Zealand Parliament,51,,,https://www.parliament.nz/media/2005/barry-maggie.DdiN5A.jpg,
2b464e6e-9818-4528-89ab-0d59afe6177d,Mahesh Bindra,"Bindra, Mahesh",Mahesh.bindra@parliament.govt.nz,MaheshBindra,mahesh.bindra.7,NZ First,nz_first,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/2052/bindra-mahesh.C2yqKw.jpg,
bb545a9c-366c-4c51-b299-803a11191383,Marama Davidson,"Davidson, Marama",Marama.Davidson@parliament.govt.nz,MaramaDavidson,marama.davidson,Green Party,green_party,area/list,List,New Zealand Parliament,51,2015-11-02,,https://www.parliament.nz/media/1280/davidson-marama.DdiZ5g.jpg,
2a81cd1e-7d19-4c15-8030-1be898891f77,Marama Fox,"Fox, Marama",marama.fox@parliament.govt.nz,FoxMarama,,Māori Party,māori_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/3633/fox-marama.Ddh43A.jpg,
d98215a1-e6cb-4215-ab64-c5d2b4810f3b,Mark Mitchell,"Mitchell, Mark",Mark.Mitchell@parliament.govt.nz,MarkMitchellMP,markmitchellmp,National Party,national_party,area/rodney,Rodney,New Zealand Parliament,51,,,https://www.parliament.nz/media/1350/mitchell-mark.C24eAg.jpg,
5b52b0db-c7db-4244-927d-cbeeccd4f922,Matt Doocey,"Doocey, Matt",matt.doocey@parliament.govt.nz,,MattDoocey.Christchurch,National Party,national_party,area/waimakariri,Waimakariri,New Zealand Parliament,51,,,https://www.parliament.nz/media/2035/doocey-matt.Ddibfg.jpg,
9f0376aa-c622-475b-aa5d-5c3650ec8db3,Maureen Pugh,"Pugh, Maureen",maureen.pugh@parliament.govt.nz,mpformp,wct.maureenpugh,National Party,national_party,area/list,List,New Zealand Parliament,51,2015-12-21,,https://www.parliament.nz/media/1974/pugh-maureen.C2oGbg.png,
c85ccd3a-0cf6-4cb1-b917-d5b5de2ab844,Maurice Williamson,"Williamson, Maurice",Maurice.Williamson@parliament.govt.nz,williamson_nz,,National Party,national_party,area/pakuranga,Pakuranga,New Zealand Parliament,51,,,https://www.parliament.nz/media/1392/williamson-maurice2.C1kn2Q.jpg,
c76d39db-d4e0-48ce-8523-50f5bede1708,Megan Woods,"Woods, Megan",Megan.Woods@parliament.govt.nz,Megan_Woods,megancwoods,Labour Party,labour_party,area/wigram,Wigram,New Zealand Parliament,51,,,https://www.parliament.nz/media/1397/woods-megan2.C1kn2g.jpg,
fd2e6215-6430-439b-ada9-d5ae0b853c45,Meka Whaitiri,"Whaitiri, Meka",meka.whaitiri@parliament.govt.nz,,MekaIkaroaRawhiti,Labour Party,labour_party,area/ikaroa-rāwhiti,Ikaroa-Rāwhiti,New Zealand Parliament,51,,,https://www.parliament.nz/media/1393/whaitiri-meka.C24cAQ.jpg,
2de5d71c-97bc-4e29-adac-cc75ff4d3213,Melissa Lee,"Lee, Melissa",Melissa.Lee@parliament.govt.nz,melissaleemp,mpmelissalee,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1333/lee-melissa.C1kn0Q.jpg,
9c45d5ca-47a5-488f-9366-89e7d9dbbd7a,Metiria Turei,"Turei, Metiria",metiria.turei@parliament.govt.nz,metiria,metiria,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1386/turei-metiria2.C1kn2A.jpg,
7fb67d87-dc05-431d-8247-f6f580549cdf,Michael Wood,"Wood, Michael",Michael.Wood@parliament.govt.nz,michaelwoodnz,mwoodnz,Labour,labour,area/mt_roskill,Mt Roskill,New Zealand Parliament,51,2016-12-03,,https://www.parliament.nz/media/3893/wood-michael.DdMBYg.jpg,
968017d7-1857-450a-bb73-39cd9f6efd71,Michael Woodhouse,"Woodhouse, Michael",Michael.Woodhouse@parliament.govt.nz,WoodhouseMP,michael.woodhousemp,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1396/woodhouse-michael2.C1kn2Q.jpg,
7b011fa1-a337-46c1-a034-cc583dba9db0,Mojo Mathers,"Mathers, Mojo",Mojo.Mathers@parliament.govt.nz,mojomathers,mojomathersMP,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/2215/mathers-mojo.Ddw_vg.jpg,
c86ffe3a-b5bd-4f45-88c1-a2c700ea5dd8,Murray McCully,"McCully, Murray",murray.mccully@parliament.govt.nz,,,National Party,national_party,area/east_coast_bays,East Coast Bays,New Zealand Parliament,51,,,https://www.parliament.nz/media/1344/mccully_murray.DKLekw.jpg,
17596eb1-8fb2-46e3-be6c-765b104e2523,Nanaia Mahuta,"Mahuta, Nanaia",nanaia.mahuta@parliament.govt.nz,NanaiaMahuta,nmahuta,Labour Party,labour_party,area/hauraki-waikato,Hauraki-Waikato,New Zealand Parliament,51,,,https://www.parliament.nz/media/2213/mahuta-nanaia.C25VcA.jpg,
2e64ed84-e69e-474f-bddb-41f835cc98d4,Nathan Guy,"Guy, Nathan",nathan.guy@parliament.govt.nz,NathanGuyOtaki,nathanguy4otaki,National Party,national_party,area/Ōtaki,Ōtaki,New Zealand Parliament,51,,,https://www.parliament.nz/media/1300/guy-nathan5.C1fwxg.jpg,
f8b2b1b4-be81-4e66-b700-7431d43566ce,Nick Smith,"Smith, Nick",nick.smith@parliament.govt.nz,,nicksmithmp,National Party,national_party,area/nelson,Nelson,New Zealand Parliament,51,,,https://www.parliament.nz/media/1380/smith-nick.C240Ww.jpg,
a0f80360-e4ba-4577-980c-741a29a3bec6,Nicky Wagner,"Wagner, Nicky",nicky.wagner@parliament.govt.nz,nickywagner,nickywagnermp,National Party,national_party,area/christchurch_central,Christchurch Central,New Zealand Parliament,51,,,https://www.parliament.nz/media/1390/wagner-nicky.C24itA.jpg,
4be1aacd-9341-4cee-9b6d-b6c26dda54e6,Nikki Kaye,"Kaye, Nikki",nikki.kaye@parliament.govt.nz,nikkikaye,NikkiKayeMP,National Party,national_party,area/auckland_central,Auckland Central,New Zealand Parliament,51,,,https://www.parliament.nz/media/1330/kaye-nikki.C1kn0A.jpg,
b09b5b3f-0020-493d-924f-34ff628576a6,Parmjeet Parmar,"Parmar, Parmjeet",parmar.parmjeet@parliament.govt.nz,,DrParmjeetParmarMP,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1363/parmar-parmjeet.C24aYQ.jpg,
fc071588-2744-4ece-91d7-28115cc0f1f6,Paul Foster-Bell,"Foster-Bell, Paul",paul.foster-bell@parliament.govt.nz,PARFosterBell,PaulFosterBellMP,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1292/foster-bell-paul5.C1fwxQ.jpg,
704b3212-76ab-46e8-963d-d604c3cb35c9,Paul Goldsmith,"Goldsmith, Paul",paul.goldsmith@parliament.govt.nz,PaulGoldsmithMP,PaulGoldsmithNZ,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1297/goldsmith-paul5.C1fwxQ.jpg,
6bd42952-a42b-4d6b-96bd-ca173b09742f,Paula Bennett,"Bennett, Paula",paula.bennett@parliament.govt.nz,paulabennettmp,paulabennettmp,National Party,national_party,area/upper_harbour,Upper Harbour,New Zealand Parliament,51,,,https://www.parliament.nz/media/1263/bennett-paula.DdiOmw.jpg,
519d9d3f-99a9-43db-a841-3a8f87e4b974,Peeni Henare,"Henare, Peeni",peeni.henare@parliament.govt.nz,PeeniHenare,PeeniHenareLabour,Labour Party,labour_party,area/tāmaki_makaurau,Tāmaki Makaurau,New Zealand Parliament,51,,,https://www.parliament.nz/media/1305/henare-peeni5.C1fwxg.jpg,
