name,id
Kanwaljit Singh Bakshi,e6358911-1ef3-4bd5-b1d4-ac30b02d928f
Kate Wilkinson,0bae767b-479d-48a8-95f5-ac856fc28a0c
Katherine Rich,de95ecfb-8247-4135-9f7b-d74457460f60
Katrina Shanks,a8777d35-16ff-430b-a825-ecd892f92c09
Keith Locke,f48f129a-34aa-4bba-945f-6a661990bf07
Kelvin Davis,78d1a232-938f-4299-8acb-b26efd2f00b9
Kelvin Davis,8a2205e0-8fdc-4992-9e1f-d0c1dcf706a1
Kennedy Graham,ca9c2097-6b9e-4e6d-be7b-b343d021fbd9
Kennedy Graham,f231bfac-d4ee-4e95-9064-0238647964b2
Kevin Hague,757d9d0d-cd82-46ed-8495-2fb888a78a14
Kris Faafoi,a63f3226-d1bd-4b83-b5d3-2408072c7ee6
Kris Faafoi,d061a5ff-a01b-4e05-bd9d-eeb1d126a545
Lesley Soper,902ef1bf-1946-4d7e-9871-26b30d105a35
Lianne Dalziel,e61b4631-5b29-42e7-97b6-dfd1315f3566
Lindsay Tisch,1287bc9d-7c1e-4d17-88e6-338a852b6f6e
Lindsay Tisch,43a71f81-2b43-426c-8fd5-9827d48770b0
Lockwood Smith,9ff932d5-883d-4ed7-b58b-67df054d0221
Louisa Wall,21f5a8ce-36c0-44b8-8770-5ec34f182a6c
Louisa Wall,e98d3311-3c1b-494e-8461-9f892a8a92eb
Louise Upston,211ebbf1-82ae-4791-bb0c-92265a077e68
Louise Upston,4a5e4bb5-ec67-4a96-8822-0402a45a4936
Luamanuvao Winnie Laban,cad05a97-badc-4118-b6c7-e6aa24bd3ed2
Lynne Pillay,5db45894-4b58-42be-951c-3ee657b8d7e0
Maggie Barry,49f1f8d3-aba4-470b-bd49-2a3cde1967f5
Maggie Barry,9f9468b1-edeb-4509-9810-da3c211d29a9
Mahara Okeroa,cec99c28-79c0-4b98-a516-4ce4eae413d5
Mahesh Bindra,2b464e6e-9818-4528-89ab-0d59afe6177d
Marama Davidson,bb545a9c-366c-4c51-b299-803a11191383
Marama Fox,2a81cd1e-7d19-4c15-8030-1be898891f77
Margaret Wilson,7abec32f-960e-42bc-80d1-b16c0bf50c8d
Marian Hobbs,5ac59554-956a-46ef-aad3-8ab5bfb4f1e8
Mark Blumsky,58c1e79a-9fdf-4d4e-966a-d52b2c21ffdf
Mark Burton,e9bcd4ba-f203-467d-ac61-d18a3f2566d8
Mark Gosche,ae3ee686-37d7-4db7-9d9b-fdf5dc64210d
Mark Mitchell,16d00498-86ff-4c58-9733-49dcd35f0fee
Mark Mitchell,d98215a1-e6cb-4215-ab64-c5d2b4810f3b
Martin Gallagher,594f42fd-d893-4936-9068-2e177ecf41ff
Maryan Street,57245b14-3de1-4d24-9c60-c77873293b30
Matt Doocey,5b52b0db-c7db-4244-927d-cbeeccd4f922
Maureen Pugh,9f0376aa-c622-475b-aa5d-5c3650ec8db3
Maurice Williamson,864705b0-2beb-4891-b871-a85374bf40f0
Maurice Williamson,c85ccd3a-0cf6-4cb1-b917-d5b5de2ab844
Megan Woods,7e0f9041-c537-4c55-9ce6-6d29d5534b38
Megan Woods,c76d39db-d4e0-48ce-8523-50f5bede1708
Meka Whaitiri,af3f3ed4-9dd7-42c5-838b-6a5b5f95b363
Meka Whaitiri,fd2e6215-6430-439b-ada9-d5ae0b853c45
Melissa Lee,2de5d71c-97bc-4e29-adac-cc75ff4d3213
Melissa Lee,889304ad-5007-4b59-8dbb-a11ceb351319
Metiria Turei,751c5318-8b7a-4f4c-a007-12d0870fe7fc
Metiria Turei,9c45d5ca-47a5-488f-9366-89e7d9dbbd7a
Michael Cullen,1422c590-0e1b-4c23-9856-3d60cc1f2c71
Michael Wood,7fb67d87-dc05-431d-8247-f6f580549cdf
Michael Woodhouse,2becba21-c05b-4be5-8360-bf963b1990e8
Michael Woodhouse,968017d7-1857-450a-bb73-39cd9f6efd71
Mike Sabin,3ea29024-109a-4c11-8453-06e7bc67909a
Mita Ririnui,f881d626-6174-4b1d-a381-3ddc43f61656
Moana Mackey,514be4cf-7338-4699-88b5-3799126f2be2
Mojo Mathers,7b011fa1-a337-46c1-a034-cc583dba9db0
Mojo Mathers,e645cff7-45a7-489d-9dd0-6b1604c3cdc7
Murray McCully,67f3f057-cd23-4195-9556-4988fd52be68
Murray McCully,c86ffe3a-b5bd-4f45-88c1-a2c700ea5dd8
Nanaia Mahuta,17596eb1-8fb2-46e3-be6c-765b104e2523
Nanaia Mahuta,478ea760-45b4-4cb1-a8ca-35a5ebcd5289
Nandor Tanczos,fa834001-d80c-413f-a54f-5f75c520f286
Nathan Guy,2e64ed84-e69e-474f-bddb-41f835cc98d4
Nathan Guy,a401d060-8cb8-4bbd-baa5-883a8ea722d5
Nick Smith,2fd16480-aa16-4055-bcad-66bfaae6f18b
Nick Smith,f8b2b1b4-be81-4e66-b700-7431d43566ce
Nicky Wagner,349a1e14-f739-4507-8efe-cdf4d605f3cd
Nicky Wagner,a0f80360-e4ba-4577-980c-741a29a3bec6
Nikki Kaye,4be1aacd-9341-4cee-9b6d-b6c26dda54e6
Nikki Kaye,d9f7319a-566a-42d4-bbeb-e3a85e1db8bf
Nándor Tánczos,fa834001-d80c-413f-a54f-5f75c520f286
Pansy Wong,353eb068-dd53-4329-bc29-7f46d4728a52
Parekura Horomia,2f4bb8bb-819e-4ea9-b887-9f3991dc0eba
Parmjeet Parmar,b09b5b3f-0020-493d-924f-34ff628576a6
Paul Foster-Bell,09451e3b-f365-4df1-8db7-9a87c75a06cd
Paul Foster-Bell,fc071588-2744-4ece-91d7-28115cc0f1f6
Paul Goldsmith,704b3212-76ab-46e8-963d-d604c3cb35c9
Paul Goldsmith,9492df2e-f963-4e55-b0e8-db02199cb367
Paul Hutchison,1b1d8e8c-d5ae-4a28-97ef-d7f373fa51e2
Paul Quinn,6ec8b69c-2af4-486d-8a4d-554ec79dcb0c
Paul Swain,3c3df796-31a0-4777-b462-ac013ab39c53
Paula Bennett,260f0063-c108-4c99-892d-01e3963c54fe
Paula Bennett,6bd42952-a42b-4d6b-96bd-ca173b09742f
Peeni Henare,519d9d3f-99a9-43db-a841-3a8f87e4b974
Peseta Sam Lotu-Iiga,2358632b-90c5-4887-93dc-eaf4f1b59e50
Peseta Sam Lotu-Iiga,872b6110-7a99-4e90-8e71-9370fb50be96
Pete Hodgson,a525fcbf-e93c-4cc3-aac6-5fd0295329f3
Peter Brown,fcef7300-39d8-4cfe-a0ff-63918a381115
Peter Dunne,4e3fcc71-4f90-42fa-9ba1-636b0e0a4dc1
Peter Dunne,af9419ea-a7e9-4423-a7c0-f6a4d348b87e
Phil Goff,102fedca-153b-457e-8a8b-de68f5521a7c
Phil Heatley,905ef0cf-d73d-4df3-b5bc-cde206f3955e
Phil Twyford,dfb2fefb-cdb0-4e7d-9ec0-7055b954fd46
Phil Twyford,f48ea2d7-713e-4ecc-86d9-5a3e0a531e78
Philip Heatley,905ef0cf-d73d-4df3-b5bc-cde206f3955e
Pita Paraone,2584f617-e5a1-4b46-afe6-80ad6074438d
Pita Paraone,ae991776-7a4e-4d8c-b32c-b073e6f2e458
Pita Sharples,d79d5645-119b-428a-900a-6bce8ac0ee39
Poto Williams,0a78429a-23d5-441f-9e0e-04552bd706ba
Poto Williams,fc1eb965-9694-45fd-8cbe-21c1ce7189e9
Rahui Katene,e2a5d6ea-a549-41f4-87f2-ea966f3c4e0c
Rajen Prasad,6a2dd7d7-2503-4b34-84e4-125287ca78a7
Raymond Huo,b7a4cd5d-bcda-406f-8af4-1a3da3d2bede
Raymond Huo,c3b1eb3d-7298-4412-8d8d-039c0b2848b1
Ria Bond,66aa52fd-321e-44b4-9a97-c493aacfb448
Richard Prosser,60ebe803-4cf9-469c-b046-b2d8379e7ae8
Richard Prosser,db23fd29-0c3e-4b12-ae27-1411d37cea77
Richard Worth,4d2bd78c-ffbc-4d52-bc12-f5e7e2065c4e
Rick Barker,e67728bc-0b99-48fb-99b1-93d15770e2db
Rino Tirikatene,5980e7c4-2d1d-4596-9a2f-7b0d9f6a4838
Rino Tirikatene,b5c1c02b-e72b-4360-933f-58bad14a7cad
Rod Donald,8401daad-5179-421f-9524-d92753146263
Rodney Hide,e1298937-f4df-41e0-986e-b4b98742f10c
Roger Douglas,e1a2ab57-0595-427f-b9f8-12fb2c0da997
Ron Mark,11ee188f-27f8-4f3d-85c0-db496b50cfed
Ron Mark,c3935ec8-c1ee-44e3-a371-07083973b798
Ross Robertson,e7af18d3-5f96-41aa-a2b9-c8b834f28978
Russel Norman,68d3ce8d-ccb5-4494-ba80-c2bc2c371a39
Russell Fairbrother,00929fa2-b819-4ea8-be36-f7a800455ab8
Ruth Dyson,8a8bd0d2-6557-4d83-936d-44e723e89362
Ruth Dyson,cc30009a-37d8-4c62-bae9-f4410b5c2007
Sam Lotu-Iiga,2358632b-90c5-4887-93dc-eaf4f1b59e50
Sandra Goudie,ca21b07d-b9a3-4508-9941-f72fc3890252
Sarah Dowie,ecd87eae-78d0-4012-9698-65635cad8fcf
Scott Simpson,3be284fc-0db3-4df1-831e-a49013c924f4
Scott Simpson,940d2628-b8d0-4a60-a693-542c2217c4c6
Shane Ardern,a3579fb8-fb2b-42ec-886b-cf25d4b72a4f
Shane Jones,cb057388-df96-4bbe-b09f-40e6c48809b7
Shane Reti,c4114ace-ccaf-466c-a0bf-e2fe0e0d0b84
Simon Bridges,9110db14-2ab5-4f8d-8b41-4aca7efd5887
Simon Bridges,ee41aa4d-e61d-4b3f-8eda-62045e03d46e
Simon O'Connor,32c4d818-8e81-40e1-9292-4f8fd3b30232
Simon O'Connor,ec2501db-68f8-48a2-8c07-0fb324fb1061
Simon Power,2bb3dbad-4fa1-4dda-865f-5c23f0abcb12
Steffan Browning,3e7eb5c7-b4a6-4132-9749-662c973d362b
Steffan Browning,6b9d03f5-d45c-4a35-b2eb-a062b4692816
Stephanie Chadwick,894b2c7f-39dd-44f9-9a05-8dbebd8c5f5d
Steve Chadwick,894b2c7f-39dd-44f9-9a05-8dbebd8c5f5d
Steve Maharey,1c8c74d5-5b29-4074-98f5-0f216a7fe6dc
Steven Joyce,e0b1af09-3b95-409f-a068-1e851dfb723b
Steven Joyce,e584af29-0b13-44a7-a26f-5bd4838c08b3
Stuart Nash,3748c4e8-0c75-488e-bbc7-b1e20fc3ec35
Stuart Nash,e179cd75-109f-4c6e-81eb-7a20a43936d6
Stuart Smith,2386c2b9-2be8-4b2c-8cd7-89f78f867b34
Su'a William Sio,dd826092-7cbf-4791-a77b-e77602967b58
Sue Bradford,b5ca0567-ba09-4eff-9253-454d82cd9746
Sue Kedgley,fe4aae7d-ffd6-4dc5-b05a-709992f485fe
Sue Moroney,ac22e047-fb72-4e7e-b0b6-4cee156104bd
Sue Moroney,e5ffe9a4-d0f2-4a65-8841-317b34111790
Taito Phillip Field,795772a6-cc96-4574-bff0-39020eb58c21
Tariana Turia,846f01e4-8349-4e1a-b254-51765ea898e5
Tau Henare,04facc0f-92c4-4dcf-823e-2c4588952c02
Te Ururoa Flavell,563d02ac-aa08-4231-ba21-46c21b6ccf4e
Te Ururoa Flavell,d85334ce-5897-4072-b805-2083c4cf2f05
Tim Barnett,f5fd32c9-4f34-4c05-8c85-f702ff17999e
Tim Groser,73d9ecf3-a8e4-4851-a2c4-2b7b9905fce1
Tim Macindoe,38383824-8627-4720-8046-2c72f3fed3ae
Tim Macindoe,6260ac90-d05b-496a-9545-39d22d7c152f
Todd Barclay,3fa7f0e2-83b0-4d3f-bfa0-a820ed2a0150
Todd McClay,08424e5f-4d71-4411-94d5-342f034509e7
Todd McClay,358d874b-326e-4d1d-b12d-647a91f4c422
Todd Muller,bd332406-a1f9-4649-a7c2-40c557c005c3
Tony Ryall,f2b11654-027e-4573-a3cf-4ccbff9bffba
Tracey Martin,b2ee05af-fb1c-449b-b6ca-7fbb2b38f2c3
Tracey Martin,bf8302b2-191f-4b2e-aca1-69591a167f89
Trevor Mallard,31c94789-10f7-4dc9-b43f-c052f2fa9328
Trevor Mallard,e3853e06-ab64-4bbf-9024-d44c6032f961
Tutehounuku (Nuk) Korako,af25a01f-ddce-4863-b900-e84caa655ca9
Wayne Mapp,fdf41401-1c56-4cc1-b47a-aacef0727ff5
William Sio,dd826092-7cbf-4791-a77b-e77602967b58
Winitana Pita,995239c2-94c8-40d4-9343-839e60aaebea
Winnie Laban,cad05a97-badc-4118-b6c7-e6aa24bd3ed2
Winston Peters,995239c2-94c8-40d4-9343-839e60aaebea
Winston Peters,ee7a0074-b94d-4c21-b599-e7531a251a94
Έλεν Κλαρκ,15fc16f7-66da-43e3-81df-78fbd1fcb5ef
Μάργκαρετ Γουίλσον,7abec32f-960e-42bc-80d1-b16c0bf50c8d
Τζον Κέι,cf4011ee-2b62-41f7-897d-0b1bf771a89d
Џон Ки,cf4011ee-2b62-41f7-897d-0b1bf771a89d
Барбара Стюарт,b6cbfeda-17fc-4aa8-aec5-a7c4a08eae74
Бил Инглиш,6a93d08c-85ee-43f0-9226-d516257a348b
Билл Инглиш,6a93d08c-85ee-43f0-9226-d516257a348b
Брайан Коннелл,09a81d64-ac1e-47f1-b1e2-81b334848f4a
"Браунли, Джерри",533c9081-f268-439e-8d7c-6301f364f1a3
Білл Інгліш,6a93d08c-85ee-43f0-9226-d516257a348b
Гелен Елізабет Кларк,15fc16f7-66da-43e3-81df-78fbd1fcb5ef
Джон Картер,687363a2-832e-4d0a-a8cc-092683bf5e69
Джон Кей,cf4011ee-2b62-41f7-897d-0b1bf771a89d
Джон Хэйес,81084c77-6ad7-40c7-a929-5e9225f32fc5
Джонатан Коулмэн,eb140527-65ee-4c6b-96b2-4e732b31a8bf
Джорджина Байер,7bf5229d-ce0c-4878-a170-98a826d94526
Дэвид Беннетт,bae4562e-df1c-40d7-8fff-77a253d0be08
Дэвид Картер,596b6dcc-3c12-4133-815d-c96678054701
Дэвид Паркер,85e77499-fe43-47a3-9611-d24154f410a7
Дэйв Гаррет,3cb4ffff-6f1e-4adb-be84-f66ac5297530
"Картер, Крис",80c291a2-5395-4f43-9902-7b5047359354
"Кей, Джон",cf4011ee-2b62-41f7-897d-0b1bf771a89d
Кейт Уилкинсон,0bae767b-479d-48a8-95f5-ac856fc28a0c
"Кларк, Хелен Элизабет",15fc16f7-66da-43e3-81df-78fbd1fcb5ef
"Коллинз, Джудит",3da5166a-53e8-438c-8aca-0c507b7cc00f
Лианн Дэлзил,e61b4631-5b29-42e7-97b6-dfd1315f3566
Майкл Вудхаус,2becba21-c05b-4be5-8360-bf963b1990e8
Майкл Каллен,1422c590-0e1b-4c23-9856-3d60cc1f2c71
Марк Бертон,e9bcd4ba-f203-467d-ac61-d18a3f2566d8
Мелисса Ли,889304ad-5007-4b59-8dbb-a11ceb351319
"Мэтерс, Моджо",e645cff7-45a7-489d-9dd0-6b1604c3cdc7
Питер Браун,fcef7300-39d8-4cfe-a0ff-63918a381115
Питър Дън,4e3fcc71-4f90-42fa-9ba1-636b0e0a4dc1
Пол Голдсмит,9492df2e-f963-4e55-b0e8-db02199cb367
Пол Куинн,6ec8b69c-2af4-486d-8a4d-554ec79dcb0c
Рик Баркер,e67728bc-0b99-48fb-99b1-93d15770e2db
Саймон О'Коннор,32c4d818-8e81-40e1-9292-4f8fd3b30232
Скотт Симпсон,940d2628-b8d0-4a60-a693-542c2217c4c6
"Танцош, Нандор",fa834001-d80c-413f-a54f-5f75c520f286
Тим Барнетт,f5fd32c9-4f34-4c05-8c85-f702ff17999e
Фил Гофф,102fedca-153b-457e-8a8b-de68f5521a7c
Хелен Кларк,15fc16f7-66da-43e3-81df-78fbd1fcb5ef
Хелен Элізабет Кларк,15fc16f7-66da-43e3-81df-78fbd1fcb5ef
"Чаувел, Чарльз",635a72a6-684d-4782-8d31-5f330df67b5f
Эми Адамс,ae289677-1951-41d8-bf59-122d34011b27
Эндрю Уильямс,9a1932dc-12f4-4365-9077-84159c5b0954
Բիլ Ինգլիշ,6a93d08c-85ee-43f0-9226-d516257a348b
ביל אינגליש,6a93d08c-85ee-43f0-9226-d516257a348b
ג'ון קי,cf4011ee-2b62-41f7-897d-0b1bf771a89d
ג'ורג'ינה בייר,7bf5229d-ce0c-4878-a170-98a826d94526
הלן קלארק,15fc16f7-66da-43e3-81df-78fbd1fcb5ef
מרגרט וילסון,7abec32f-960e-42bc-80d1-b16c0bf50c8d
סטפני צ'דוויק,894b2c7f-39dd-44f9-9a05-8dbebd8c5f5d
