id,wikidata
hyogo_3rd_district,Q11393149
hyogo_4th_district,Q11393152
hyogo_5th_district,Q11393154
hyogo_6th_district,Q11393156
hyogo_7th_district,Q11393157
hyogo_8th_district,Q11393159
hyogo_9th_district,Q11393158
ibaraki_1st_district,Q11617501
ibaraki_2nd_district,Q11617503
ibaraki_3rd_district,Q11617504
ibaraki_4th_district,Q5983712
ibaraki_5th_district,Q11617507
ibaraki_6th_district,Q11617508
ibaraki_7th_district,Q11617509
ishikawa_1st_district,Q11586035
ishikawa_2nd_district,Q6080258
ishikawa_3rd_district,Q11586036
iwate_1st_district,Q49876
iwate_2nd_district,Q11474791
iwate_3rd_district,Q11474793
iwate_4th_district,Q11474794
kagawa_1st_district,Q11667404
kagawa_2nd_district,Q11667406
kagawa_3rd_district,Q11667408
kagoshima_1st_district,Q11676837
kagoshima_2nd_district,Q11676838
kagoshima_3rd_district,Q6346640
kagoshima_4th_district,Q11676841
kagoshima_5th_district,Q11676842
kanagawa_10th_district,Q6360240
kanagawa_11th_district,Q6360245
kanagawa_12th_district,Q11589207
kanagawa_13th_district,Q11589208
kanagawa_14th_district,Q11589209
kanagawa_15th_district,Q11589211
kanagawa_16th_district,Q11589210
kanagawa_17th_district,Q11589212
kanagawa_18th_district,Q11589213
kanagawa_1st_district,Q6360246
kanagawa_2nd_district,Q6360252
kanagawa_3rd_district,Q11589215
kanagawa_4th_district,Q11589219
kanagawa_5th_district,Q11589221
kanagawa_6th_district,Q11589222
kanagawa_7th_district,Q11589224
kanagawa_8th_district,Q11589223
kanagawa_9th_district,Q11589225
kinki_block,Q11547390
kochi_1st_district,Q11672488
kochi_2nd_district,Q11672489
kumamoto_1st_district,Q11568324
kumamoto_2nd_district,Q11568327
kumamoto_3rd_district,Q11568329
kumamoto_4th_district,Q11568330
kumamoto_5th_district,Q11568331
kyoto_1st_district,Q11375290
kyoto_2nd_district,Q6452102
kyoto_3rd_district,Q6452106
kyoto_4th_district,Q11375291
kyoto_5th_district,Q6452111
kyoto_6th_district,Q11375292
mie_1st_district,Q11357843
mie_2nd_district,Q11357845
mie_3rd_district,Q6843509
mie_4th_district,Q11357847
mie_5th_district,Q11357849
miyagi_1st_district,Q11453772
miyagi_2nd_district,Q11453776
miyagi_3rd_district,Q11453778
miyagi_4th_district,Q11453779
miyagi_5th_district,Q11453780
miyagi_6th_district,Q11453781
miyazaki_1st_district,Q11454477
miyazaki_2nd_district,Q11454479
miyazaki_3rd_district,Q11454481
nagano_1st_district,Q11654363
nagano_2nd_district,Q11654364
nagano_3rd_district,Q11654365
nagano_4th_district,Q11654368
nagano_5th_district,Q11654371
nagasaki_1st_district,Q6958596
nagasaki_2nd_district,Q6958601
nagasaki_3rd_district,Q251994
nagasaki_4th_district,Q11652769
nara_1st_district,Q11445240
nara_2nd_district,Q6965225
nara_3rd_district,Q11445241
nara_4th_district,Q11445243
niigata_1st_district,Q11503150
niigata_2nd_district,Q11503151
niigata_3rd_district,Q11503154
niigata_4th_district,Q11503156
niigata_5th_district,Q7034372
niigata_6th_district,Q11503158
oita_1st_district,Q11432906
oita_2nd_district,Q11432908
oita_3rd_district,Q11432909
okayama_1st_district,Q11472349
okayama_2nd_district,Q11472351
okayama_3rd_district,Q11472353
okayama_4th_district,Q7081866
okayama_5th_district,Q11472354
okinawa_1st_district,Q11552835
okinawa_2nd_district,Q11552836
okinawa_3rd_district,Q11552837
okinawa_4th_district,Q11552839
osaka_10th_district,Q7105539
osaka_11th_district,Q11441202
osaka_12th_district,Q376715
osaka_13th_district,Q11441203
osaka_14th_district,Q11441204
osaka_15th_district,Q11441205
osaka_16th_district,Q11441207
osaka_17th_district,Q11441206
osaka_18th_district,Q11441209
osaka_19th_district,Q7105540
osaka_1st_district,Q11441208
osaka_2nd_district,Q11441212
osaka_3rd_district,Q11441213
osaka_4th_district,Q11441214
osaka_5th_district,Q17221683
osaka_6th_district,Q11441220
osaka_7th_district,Q7105541
osaka_8th_district,Q11441222
osaka_9th_district,Q11441223
saga_1st_district,Q7398896
saga_2nd_district,Q11384769
saitama_10th_district,Q11426786
saitama_11th_district,Q11426787
saitama_12th_district,Q11426788
saitama_13th_district,Q11426789
saitama_14th_district,Q11426791
saitama_15th_district,Q11426792
saitama_1st_district,Q11426793
saitama_2nd_district,Q11426795
saitama_3rd_district,Q7402528
saitama_4th_district,Q11426798
saitama_5th_district,Q11426800
saitama_6th_district,Q11426801
saitama_7th_district,Q11426803
saitama_8th_district,Q11426805
saitama_9th_district,Q11426804
shiga_1st_district,Q7496287
shiga_2nd_district,Q11564691
shiga_3rd_district,Q11564692
shiga_4th_district,Q11564693
shimane_1st_district,Q11476527
shimane_2nd_district,Q11476528
shizuoka_1st_district,Q11663236
shizuoka_2nd_district,Q11663238
shizuoka_3rd_district,Q11663241
shizuoka_4th_district,Q11663242
shizuoka_5th_district,Q11663243
shizuoka_6th_district,Q11663244
shizuoka_7th_district,Q11663245
shizuoka_8th_district,Q11663246
tochigi_1st_district,Q11535297
tochigi_2nd_district,Q11535300
tochigi_3rd_district,Q56855
tochigi_4th_district,Q11535301
tochigi_5th_district,Q11535303
tokushima_1st_district,Q7813763
tokushima_2nd_district,Q11489990
tokyo_10th_district,Q7813802
tokyo_11th_district,Q11102981
tokyo_12th_district,Q11525648
tokyo_13th_district,Q11525650
tokyo_14th_district,Q11525651
tokyo_15th_district,Q11525652
tokyo_16th_district,Q11525653
tokyo_17th_district,Q11525654
tokyo_18th_district,Q7813807
tokyo_19th_district,Q11525655
tokyo_1st_district,Q7813806
tokyo_20th_district,Q11525656
tokyo_21st_district,Q11525658
tokyo_22nd_district,Q10343462
tokyo_23rd_district,Q11525659
tokyo_24th_district,Q11525660
tokyo_25th_district,Q10971927
tokyo_2nd_district,Q7813811
tokyo_3rd_district,Q10343508
tokyo_4th_district,Q10343531
tokyo_5th_district,Q11102988
tokyo_6th_district,Q7813818
tokyo_7th_district,Q10343578
tokyo_8th_district,Q7813822
tokyo_9th_district,Q11102990
tokyo_bloc,Q7814046
tottori_1st_district,Q7828499
tottori_2nd_district,Q11674598
toyama_1st_district,Q11456543
toyama_2nd_district,Q11456545
toyama_3rd_district,Q11456548
wakayama_1st_district,Q11417481
wakayama_2nd_district,Q11417484
wakayama_3rd_district,Q7960863
yamagata_1st_district,Q8047616
yamagata_2nd_district,Q11468571
yamagata_3rd_district,Q11468573
yamaguchi_1st_district,Q11467107
yamaguchi_2nd_district,Q11467109
yamaguchi_3rd_district,Q11467111
yamaguchi_4th_district,Q11467112
yamanashi_1st_district,Q4356088
yamanashi_2nd_district,Q11469742
